observation	subject	trial	gap_size	target_size	correct_side	dots_left	dots_right	dotpair_id	vagueness	Text	is_error	rt
800	13	32	Small	Big	Right	7	9	7:9	Crisp	nine	1	1494
801	13	33	Big	Small	Right	8	4	8:4	Vague	few	0	3342
802	13	34	Small	Small	Right	9	7	7:9	Vague	few	0	1888
803	13	35	Big	Small	Left	5	9	5:9	Vague	few	0	1398
804	13	36	Small	Big	Right	7	9	7:9	Vague	many	1	4918
805	13	37	Big	Small	Right	7	3	7:3	Crisp	three	0	1176
806	13	38	Big	Big	Right	4	8	8:4	Vague	many	0	1584
807	13	39	Small	Small	Right	4	2	2:4	Vague	few	0	1201
808	13	40	Small	Big	Right	6	8	6:8	Crisp	eight	0	2296
809	13	41	Big	Small	Left	3	7	7:3	Vague	few	0	1039
810	13	42	Big	Big	Right	2	6	2:6	Crisp	six	0	1258
811	13	43	Big	Big	Left	6	2	2:6	Vague	many	0	2061
812	13	44	Big	Small	Right	8	4	8:4	Crisp	four	0	1901
813	13	45	Small	Big	Right	2	4	2:4	Crisp	four	0	1794
814	13	46	Big	Small	Right	6	2	2:6	Crisp	two	0	1611
815	13	47	Small	Small	Left	3	5	3:5	Crisp	three	0	1845
816	13	48	Big	Big	Right	5	9	5:9	Vague	many	0	1347
817	13	49	Big	Big	Right	2	6	2:6	Vague	many	0	1701
818	13	50	Big	Small	Left	4	8	8:4	Vague	few	0	2843
819	13	51	Big	Small	Left	3	7	7:3	Crisp	three	0	1173
820	13	52	Small	Small	Right	5	3	3:5	Crisp	three	0	987
821	13	53	Small	Small	Left	2	4	2:4	Crisp	two	0	720
822	13	54	Big	Small	Right	6	2	2:6	Vague	few	0	961
823	13	55	Small	Big	Left	9	7	7:9	Vague	many	0	1529
824	13	56	Small	Big	Left	5	3	3:5	Vague	many	0	1234
825	13	57	Big	Big	Left	9	5	5:9	Vague	many	0	975
826	13	58	Big	Big	Right	3	7	7:3	Crisp	seven	0	1366
827	13	59	Big	Big	Left	7	3	7:3	Crisp	seven	0	1158
828	13	60	Small	Small	Right	4	2	2:4	Crisp	two	0	829
829	13	61	Small	Big	Left	8	6	6:8	Crisp	eight	0	2458
830	13	62	Big	Big	Right	4	8	8:4	Crisp	eight	0	1216
831	13	63	Small	Small	Right	8	6	6:8	Crisp	six	0	2279
832	13	64	Small	Big	Left	4	2	2:4	Crisp	four	0	992
833	14	1	Big	Big	Right	5	9	5:9	Crisp	nine	0	2025
834	14	2	Big	Small	Right	7	3	7:3	Vague	few	0	1233
835	14	3	Small	Big	Right	3	5	3:5	Crisp	five	0	1398
836	14	4	Big	Small	Left	4	8	8:4	Vague	few	0	1542
837	14	5	Big	Small	Right	6	2	2:6	Crisp	two	0	857
838	14	6	Big	Small	Left	4	8	8:4	Crisp	four	0	1156
839	14	7	Big	Small	Right	8	4	8:4	Vague	few	0	1671
840	14	8	Big	Small	Right	8	4	8:4	Crisp	four	0	1573
841	14	9	Small	Small	Right	9	7	7:9	Vague	few	0	4592
842	14	10	Big	Small	Left	5	9	5:9	Vague	few	0	1707
843	14	11	Small	Big	Left	5	3	3:5	Crisp	five	0	1552
844	14	12	Small	Big	Right	6	8	6:8	Vague	many	0	4239
845	14	13	Small	Small	Right	4	2	2:4	Vague	few	0	1032
846	14	14	Small	Small	Right	4	2	2:4	Crisp	two	0	1086
847	14	15	Big	Big	Left	6	2	2:6	Crisp	six	0	1234
848	14	16	Big	Big	Right	2	6	2:6	Crisp	six	0	1178
849	14	17	Small	Big	Right	3	5	3:5	Vague	many	0	1715
850	14	18	Small	Big	Right	7	9	7:9	Vague	many	0	2119
851	14	19	Big	Big	Right	4	8	8:4	Crisp	eight	0	1598
852	14	20	Big	Small	Right	9	5	5:9	Vague	few	1	2858
853	14	21	Big	Small	Right	6	2	2:6	Vague	few	0	1854
854	14	22	Small	Small	Left	2	4	2:4	Vague	few	0	1142
855	14	23	Small	Big	Left	5	3	3:5	Vague	many	0	1416
856	14	24	Big	Small	Left	3	7	7:3	Vague	few	0	1423
857	14	25	Small	Small	Left	7	9	7:9	Crisp	seven	0	3664
858	14	26	Small	Small	Left	3	5	3:5	Vague	few	0	1471
859	14	27	Big	Small	Left	3	7	7:3	Crisp	three	0	1295
860	14	28	Big	Big	Right	2	6	2:6	Vague	many	0	1285
861	14	29	Big	Big	Left	6	2	2:6	Vague	many	0	1304
862	14	30	Small	Small	Right	5	3	3:5	Vague	few	0	1292
863	14	31	Small	Small	Left	6	8	6:8	Crisp	six	0	2616
864	14	32	Small	Big	Left	4	2	2:4	Crisp	four	0	1541
865	14	33	Small	Small	Right	8	6	6:8	Crisp	six	0	4551
866	14	34	Small	Small	Left	3	5	3:5	Crisp	three	0	1221
867	14	35	Small	Small	Left	7	9	7:9	Vague	few	0	2636
868	14	36	Small	Big	Right	2	4	2:4	Vague	many	0	1442
869	14	37	Small	Big	Left	8	6	6:8	Vague	many	0	7312
870	14	38	Big	Small	Right	9	5	5:9	Crisp	five	0	1610
871	14	39	Big	Big	Right	3	7	7:3	Crisp	seven	0	2313
872	14	40	Big	Big	Left	9	5	5:9	Vague	many	0	1225
873	14	41	Big	Big	Left	7	3	7:3	Vague	many	0	1288
874	14	42	Big	Small	Right	7	3	7:3	Crisp	three	0	1175
875	14	43	Small	Small	Left	2	4	2:4	Crisp	two	0	1207
876	14	44	Small	Small	Right	5	3	3:5	Crisp	three	0	2310
877	14	45	Small	Small	Right	8	6	6:8	Vague	few	0	3335
878	14	46	Big	Big	Right	5	9	5:9	Vague	many	0	1639
879	14	47	Big	Big	Left	8	4	8:4	Crisp	eight	0	1511
880	14	48	Big	Small	Left	2	6	2:6	Crisp	two	0	1202
881	14	49	Small	Small	Left	6	8	6:8	Vague	few	0	2787
882	14	50	Big	Big	Left	9	5	5:9	Crisp	nine	0	1482
883	14	51	Small	Big	Left	9	7	7:9	Crisp	nine	0	2825
884	14	52	Small	Big	Right	2	4	2:4	Crisp	four	0	1605
885	14	53	Small	Big	Left	8	6	6:8	Crisp	eight	0	2495
886	14	54	Small	Big	Right	6	8	6:8	Crisp	eight	0	2513
887	14	55	Small	Small	Right	9	7	7:9	Crisp	seven	0	4018
888	14	56	Small	Big	Left	4	2	2:4	Vague	many	0	1659
889	14	57	Big	Big	Left	8	4	8:4	Vague	many	0	1850
890	14	58	Big	Big	Right	4	8	8:4	Vague	many	0	1748
891	14	59	Small	Big	Left	9	7	7:9	Vague	many	0	6830
892	14	60	Big	Big	Left	7	3	7:3	Crisp	seven	0	1073
893	14	61	Big	Small	Left	5	9	5:9	Crisp	five	0	2004
894	14	62	Small	Big	Right	7	9	7:9	Crisp	nine	0	3502
895	14	63	Big	Big	Right	3	7	7:3	Vague	many	0	1866
896	14	64	Big	Small	Left	2	6	2:6	Vague	few	0	1251
897	15	1	Small	Big	Left	9	7	7:9	Vague	many	0	1382
898	15	2	Small	Small	Right	4	2	2:4	Vague	few	0	1160
899	15	3	Big	Small	Left	4	8	8:4	Vague	few	0	788
900	15	4	Big	Big	Right	2	6	2:6	Crisp	six	0	858
901	15	5	Small	Small	Left	3	5	3:5	Crisp	three	0	934
902	15	6	Big	Small	Right	6	2	2:6	Crisp	two	0	769
903	15	7	Big	Big	Left	7	3	7:3	Vague	many	0	1016
904	15	8	Small	Small	Left	3	5	3:5	Vague	few	0	831
905	15	9	Small	Big	Left	8	6	6:8	Crisp	eight	0	1307
906	15	10	Big	Big	Left	9	5	5:9	Vague	many	0	1134
907	15	11	Small	Big	Left	4	2	2:4	Vague	many	0	953
908	15	12	Small	Big	Left	4	2	2:4	Crisp	four	0	1064
909	15	13	Big	Big	Right	3	7	7:3	Vague	many	0	796
910	15	14	Big	Big	Left	7	3	7:3	Crisp	seven	0	916
911	15	15	Big	Big	Left	8	4	8:4	Crisp	eight	0	956
912	15	16	Big	Big	Left	6	2	2:6	Crisp	six	0	862
913	15	17	Big	Small	Left	5	9	5:9	Crisp	five	0	1091
914	15	18	Small	Big	Right	6	8	6:8	Vague	many	0	1108
915	15	19	Big	Big	Right	5	9	5:9	Crisp	nine	0	977
916	15	20	Big	Big	Right	4	8	8:4	Crisp	eight	0	858
917	15	21	Big	Big	Left	9	5	5:9	Crisp	nine	0	871
918	15	22	Big	Small	Right	7	3	7:3	Crisp	three	0	793
919	15	23	Small	Big	Right	6	8	6:8	Crisp	eight	0	1073
920	15	24	Big	Small	Left	4	8	8:4	Crisp	four	0	973
921	15	25	Small	Big	Left	9	7	7:9	Crisp	nine	0	1540
922	15	26	Small	Small	Right	9	7	7:9	Crisp	seven	0	1664
923	15	27	Big	Small	Right	9	5	5:9	Vague	few	0	1105
924	15	28	Small	Big	Right	2	4	2:4	Crisp	four	0	1085
925	15	29	Small	Small	Right	9	7	7:9	Vague	few	1	1481
926	15	30	Small	Big	Right	7	9	7:9	Crisp	nine	0	1241
927	15	31	Big	Big	Left	6	2	2:6	Vague	many	0	984
928	15	32	Small	Small	Left	2	4	2:4	Crisp	two	0	793
929	15	33	Big	Big	Right	4	8	8:4	Vague	many	0	855
930	15	34	Small	Small	Left	2	4	2:4	Vague	few	0	974
931	15	35	Big	Small	Right	9	5	5:9	Crisp	five	0	1008
932	15	36	Small	Small	Right	8	6	6:8	Crisp	six	0	1247
933	15	37	Big	Small	Right	7	3	7:3	Vague	few	0	853
934	15	38	Big	Small	Left	3	7	7:3	Crisp	three	0	842
935	15	39	Big	Small	Left	2	6	2:6	Crisp	two	0	703
936	15	40	Small	Big	Right	2	4	2:4	Vague	many	0	1095
937	15	41	Small	Big	Left	5	3	3:5	Crisp	five	0	914
938	15	42	Small	Small	Left	7	9	7:9	Vague	few	0	988
939	15	43	Big	Big	Right	2	6	2:6	Vague	many	0	861
940	15	44	Small	Small	Right	5	3	3:5	Vague	few	0	977
941	15	45	Small	Small	Left	7	9	7:9	Crisp	seven	0	841
942	15	46	Big	Small	Left	3	7	7:3	Vague	few	0	780
943	15	47	Big	Big	Left	8	4	8:4	Vague	many	0	1020
944	15	48	Small	Small	Right	8	6	6:8	Vague	few	0	1266
945	15	49	Small	Small	Right	5	3	3:5	Crisp	three	0	849
946	15	50	Small	Small	Left	6	8	6:8	Vague	few	0	975
947	15	51	Big	Small	Right	8	4	8:4	Crisp	four	0	725
948	15	52	Small	Big	Right	3	5	3:5	Vague	many	0	863
949	15	53	Big	Big	Right	3	7	7:3	Crisp	seven	0	884
950	15	54	Big	Big	Right	5	9	5:9	Vague	many	0	758
951	15	55	Small	Big	Left	5	3	3:5	Vague	many	0	759
952	15	56	Big	Small	Left	5	9	5:9	Vague	few	0	846
953	15	57	Big	Small	Right	8	4	8:4	Vague	few	0	890
954	15	58	Small	Small	Left	6	8	6:8	Crisp	six	0	887
955	15	59	Small	Small	Right	4	2	2:4	Crisp	two	0	665
956	15	60	Big	Small	Left	2	6	2:6	Vague	few	0	1221
957	15	61	Big	Small	Right	6	2	2:6	Vague	few	0	723
958	15	62	Small	Big	Right	7	9	7:9	Vague	many	0	926
959	15	63	Small	Big	Right	3	5	3:5	Crisp	five	0	1066
960	15	64	Small	Big	Left	8	6	6:8	Vague	many	0	969
961	16	1	Small	Small	Left	6	8	6:8	Vague	few	0	4222
962	16	2	Small	Small	Right	9	7	7:9	Vague	few	0	3936
963	16	3	Small	Big	Left	8	6	6:8	Vague	many	1	5588
964	16	4	Big	Big	Right	5	9	5:9	Crisp	nine	0	2846
965	16	5	Big	Big	Right	4	8	8:4	Crisp	eight	0	1769
966	16	6	Big	Small	Right	9	5	5:9	Crisp	five	0	1836
967	16	7	Big	Small	Left	2	6	2:6	Crisp	two	0	1019
968	16	8	Small	Big	Right	2	4	2:4	Vague	many	0	1920
969	16	9	Big	Big	Right	4	8	8:4	Vague	many	0	1844
970	16	10	Big	Small	Left	2	6	2:6	Vague	few	0	941
971	16	11	Small	Small	Right	5	3	3:5	Vague	few	0	1524
972	16	12	Small	Small	Right	9	7	7:9	Crisp	seven	0	2335
973	16	13	Small	Small	Left	6	8	6:8	Crisp	six	0	2150
974	16	14	Small	Small	Left	2	4	2:4	Vague	few	0	1217
975	16	15	Big	Big	Right	2	6	2:6	Vague	many	0	2343
976	16	16	Small	Big	Right	6	8	6:8	Vague	many	0	3358
977	16	17	Big	Small	Left	4	8	8:4	Crisp	four	0	1103
978	16	18	Small	Big	Right	7	9	7:9	Vague	many	0	5682
979	16	19	Small	Big	Right	6	8	6:8	Crisp	eight	0	2206
980	16	20	Small	Big	Left	5	3	3:5	Vague	many	0	1265
981	16	21	Small	Big	Right	3	5	3:5	Vague	many	0	1446
982	16	22	Small	Small	Left	7	9	7:9	Vague	few	0	3205
983	16	23	Small	Small	Right	4	2	2:4	Crisp	two	0	1067
984	16	24	Big	Big	Left	7	3	7:3	Crisp	seven	0	2287
985	16	25	Big	Small	Right	9	5	5:9	Vague	few	0	1549
986	16	26	Big	Big	Right	5	9	5:9	Vague	many	0	2007
987	16	27	Big	Big	Left	8	4	8:4	Vague	many	0	1810
988	16	28	Small	Big	Right	2	4	2:4	Crisp	four	0	1091
989	16	29	Big	Big	Left	9	5	5:9	Vague	many	0	1925
990	16	30	Big	Small	Left	3	7	7:3	Vague	few	0	1338
991	16	31	Small	Big	Right	3	5	3:5	Crisp	five	0	1475
992	16	32	Big	Big	Left	7	3	7:3	Vague	many	0	1239
993	16	33	Big	Small	Right	7	3	7:3	Vague	few	0	1131
994	16	34	Small	Big	Left	5	3	3:5	Crisp	five	0	2108
995	16	35	Big	Small	Left	3	7	7:3	Crisp	three	0	1137
996	16	36	Small	Small	Left	2	4	2:4	Crisp	two	0	978
997	16	37	Small	Big	Left	4	2	2:4	Crisp	four	0	936
998	16	38	Big	Small	Right	7	3	7:3	Crisp	three	0	935
999	16	39	Big	Big	Left	9	5	5:9	Crisp	nine	0	1784
1000	16	40	Big	Small	Right	6	2	2:6	Vague	few	0	955
1001	16	41	Big	Big	Left	6	2	2:6	Vague	many	0	954
1002	16	42	Big	Small	Left	5	9	5:9	Vague	few	0	2595
1003	16	43	Big	Big	Right	3	7	7:3	Crisp	seven	0	1312
1004	16	44	Big	Small	Right	8	4	8:4	Crisp	four	0	1452
1005	16	45	Small	Big	Left	9	7	7:9	Crisp	nine	0	2977
1006	16	46	Big	Small	Left	5	9	5:9	Crisp	five	0	2096
1007	16	47	Big	Big	Right	2	6	2:6	Crisp	six	0	999
1008	16	48	Small	Small	Right	4	2	2:4	Vague	few	0	1038
1009	16	49	Big	Big	Left	6	2	2:6	Crisp	six	0	1186
1010	16	50	Small	Big	Right	7	9	7:9	Crisp	nine	0	2427
1011	16	51	Big	Big	Right	3	7	7:3	Vague	many	0	1198
1012	16	52	Small	Big	Left	9	7	7:9	Vague	many	0	1701
1013	16	53	Small	Small	Left	7	9	7:9	Crisp	seven	0	2609
1014	16	54	Small	Big	Left	8	6	6:8	Crisp	eight	0	2142
1015	16	55	Small	Small	Right	5	3	3:5	Crisp	three	0	955
1016	16	56	Big	Small	Left	4	8	8:4	Vague	few	0	1308
1017	16	57	Big	Small	Right	8	4	8:4	Vague	few	0	1726
1018	16	58	Small	Small	Right	8	6	6:8	Crisp	six	0	1875
1019	16	59	Small	Small	Left	3	5	3:5	Crisp	three	0	1018
1020	16	60	Small	Small	Right	8	6	6:8	Vague	few	0	3432
1021	16	61	Big	Small	Right	6	2	2:6	Crisp	two	0	919
1022	16	62	Small	Big	Left	4	2	2:4	Vague	many	0	1495
1023	16	63	Big	Big	Left	8	4	8:4	Crisp	eight	1	2053
1024	16	64	Small	Small	Left	3	5	3:5	Vague	few	0	2799
1025	17	1	Small	Small	Left	7	9	7:9	Vague	few	0	1648
1026	17	2	Small	Small	Left	7	9	7:9	Crisp	seven	0	3513
1027	17	3	Big	Big	Right	3	7	7:3	Vague	many	0	1136
1028	17	4	Small	Big	Left	4	2	2:4	Crisp	four	0	1107
1029	17	5	Small	Big	Right	7	9	7:9	Crisp	nine	1	1550
1030	17	6	Big	Small	Right	7	3	7:3	Crisp	three	0	1325
1031	17	7	Big	Big	Right	4	8	8:4	Vague	many	0	1232
1032	17	8	Big	Big	Left	9	5	5:9	Crisp	nine	0	1991
1033	17	9	Big	Small	Right	6	2	2:6	Vague	few	0	1819
1034	17	10	Big	Big	Right	3	7	7:3	Crisp	seven	0	1292
1035	17	11	Small	Small	Right	4	2	2:4	Crisp	two	0	1392
1036	17	12	Small	Small	Right	5	3	3:5	Crisp	three	0	1802
1037	17	13	Big	Big	Right	4	8	8:4	Crisp	eight	0	1555
1038	17	14	Small	Small	Right	8	6	6:8	Vague	few	0	2216
1039	17	15	Big	Small	Right	9	5	5:9	Crisp	five	0	1547
1040	17	16	Big	Big	Left	6	2	2:6	Crisp	six	0	1119
1041	17	17	Big	Small	Right	8	4	8:4	Crisp	four	0	1364
1042	17	18	Small	Big	Right	6	8	6:8	Vague	many	0	1350
1043	17	19	Big	Small	Left	2	6	2:6	Crisp	two	0	889
1044	17	20	Small	Big	Right	6	8	6:8	Crisp	eight	0	2052
1045	17	21	Big	Big	Left	7	3	7:3	Vague	many	0	1134
1046	17	22	Big	Small	Left	4	8	8:4	Vague	few	0	1239
1047	17	23	Big	Big	Left	7	3	7:3	Crisp	seven	0	1103
1048	17	24	Small	Small	Left	6	8	6:8	Vague	few	0	1754
1049	17	25	Small	Big	Right	2	4	2:4	Crisp	four	0	1350
1050	17	26	Small	Big	Right	3	5	3:5	Vague	many	0	1329
1051	17	27	Small	Big	Right	7	9	7:9	Vague	many	0	1340
1052	17	28	Big	Big	Right	5	9	5:9	Crisp	nine	0	1449
1053	17	29	Big	Small	Left	5	9	5:9	Vague	few	0	1241
1054	17	30	Small	Big	Left	5	3	3:5	Vague	many	0	1424
1055	17	31	Small	Big	Left	8	6	6:8	Vague	many	0	1393
1056	17	32	Small	Big	Left	9	7	7:9	Crisp	nine	0	2044
1057	17	33	Small	Small	Left	3	5	3:5	Vague	few	0	1301
1058	17	34	Big	Big	Left	8	4	8:4	Crisp	eight	0	1714
1059	17	35	Big	Big	Right	2	6	2:6	Crisp	six	0	1000
1060	17	36	Big	Big	Right	2	6	2:6	Vague	many	0	943
1061	17	37	Big	Small	Left	4	8	8:4	Crisp	four	0	1090
1062	17	38	Big	Small	Left	5	9	5:9	Crisp	five	0	1590
1063	17	39	Big	Small	Right	7	3	7:3	Vague	few	0	1185
1064	17	40	Small	Small	Right	5	3	3:5	Vague	few	0	993
1065	17	41	Small	Big	Right	2	4	2:4	Vague	many	0	1050
1066	17	42	Small	Big	Left	8	6	6:8	Crisp	eight	0	2160
1067	17	43	Small	Big	Left	5	3	3:5	Crisp	five	0	1142
1068	17	44	Small	Small	Left	3	5	3:5	Crisp	three	0	1065
1069	17	45	Big	Big	Left	8	4	8:4	Vague	many	0	1120
1070	17	46	Small	Small	Right	9	7	7:9	Crisp	seven	0	1451
1071	17	47	Small	Small	Left	2	4	2:4	Vague	few	0	802
1072	17	48	Big	Small	Right	6	2	2:6	Crisp	two	0	1058
1073	17	49	Big	Big	Right	5	9	5:9	Vague	many	0	1478
1074	17	50	Big	Small	Right	9	5	5:9	Vague	few	0	1340
1075	17	51	Small	Big	Left	4	2	2:4	Vague	many	0	1072
1076	17	52	Big	Big	Left	6	2	2:6	Vague	many	0	926
1077	17	53	Big	Small	Left	2	6	2:6	Vague	few	0	912
1078	17	54	Small	Big	Right	3	5	3:5	Crisp	five	0	859
1079	17	55	Small	Small	Left	2	4	2:4	Crisp	two	0	783
1080	17	56	Big	Big	Left	9	5	5:9	Vague	many	0	1183
1081	17	57	Big	Small	Right	8	4	8:4	Vague	few	0	1009
1082	17	58	Small	Small	Right	8	6	6:8	Crisp	six	0	1280
1083	17	59	Small	Small	Right	9	7	7:9	Vague	few	0	1190
1084	17	60	Big	Small	Left	3	7	7:3	Crisp	three	0	1065
1085	17	61	Small	Small	Right	4	2	2:4	Vague	few	0	926
1086	17	62	Small	Small	Left	6	8	6:8	Crisp	six	0	1503
1087	17	63	Big	Small	Left	3	7	7:3	Vague	few	0	1221
1088	17	64	Small	Big	Left	9	7	7:9	Vague	many	0	1628
1089	18	1	Big	Big	Right	3	7	7:3	Crisp	seven	0	1450
1090	18	2	Big	Small	Left	2	6	2:6	Crisp	two	0	838
1091	18	3	Small	Small	Right	4	2	2:4	Crisp	two	0	1019
1092	18	4	Big	Small	Left	5	9	5:9	Crisp	five	0	1157
1093	18	5	Big	Small	Right	6	2	2:6	Crisp	two	0	916
1094	18	6	Small	Small	Right	4	2	2:4	Vague	few	0	1212
1095	18	7	Big	Big	Right	2	6	2:6	Crisp	six	0	1068
1096	18	8	Big	Big	Right	2	6	2:6	Vague	many	0	846
1097	18	9	Small	Big	Right	3	5	3:5	Crisp	five	0	1489
1098	18	10	Small	Big	Left	8	6	6:8	Vague	many	0	1205
1099	18	11	Big	Small	Right	8	4	8:4	Vague	few	0	884
1100	18	12	Small	Big	Right	7	9	7:9	Vague	many	0	949
1101	18	13	Small	Small	Left	2	4	2:4	Crisp	two	0	750
1102	18	14	Big	Big	Left	6	2	2:6	Vague	many	0	1051
1103	18	15	Small	Small	Left	6	8	6:8	Crisp	six	0	2591
1104	18	16	Small	Small	Right	9	7	7:9	Vague	few	0	3739
1105	18	17	Big	Big	Left	9	5	5:9	Vague	many	0	1295
1106	18	18	Small	Small	Left	2	4	2:4	Vague	few	0	1020
1107	18	19	Small	Big	Left	5	3	3:5	Vague	many	0	1208
1108	18	20	Small	Big	Right	2	4	2:4	Crisp	four	0	1047
1109	18	21	Big	Big	Left	8	4	8:4	Vague	many	0	1028
1110	18	22	Big	Big	Right	5	9	5:9	Vague	many	0	1225
1111	18	23	Small	Big	Right	7	9	7:9	Crisp	nine	0	1224
1112	18	24	Small	Big	Right	6	8	6:8	Crisp	eight	0	3633
1113	18	25	Big	Small	Right	9	5	5:9	Vague	few	0	1423
1114	18	26	Big	Big	Right	4	8	8:4	Vague	many	0	1006
1115	18	27	Small	Small	Left	7	9	7:9	Vague	few	0	2557
1116	18	28	Big	Small	Left	4	8	8:4	Vague	few	0	1547
1117	18	29	Small	Small	Left	3	5	3:5	Crisp	three	0	1188
1118	18	30	Small	Big	Left	9	7	7:9	Vague	many	0	3493
1119	18	31	Small	Small	Left	6	8	6:8	Vague	few	0	2488
1120	18	32	Big	Big	Left	7	3	7:3	Crisp	seven	0	1122
1121	18	33	Small	Small	Left	7	9	7:9	Crisp	seven	1	2467
1122	18	34	Big	Small	Left	3	7	7:3	Vague	few	0	1079
1123	18	35	Small	Big	Right	2	4	2:4	Vague	many	1	1098
1124	18	36	Small	Big	Right	3	5	3:5	Vague	many	0	2281
1125	18	37	Small	Big	Left	9	7	7:9	Crisp	nine	0	2841
1126	18	38	Big	Small	Right	8	4	8:4	Crisp	four	0	901
1127	18	39	Big	Small	Right	7	3	7:3	Crisp	three	0	1030
1128	18	40	Small	Small	Right	5	3	3:5	Crisp	three	0	1460
1129	18	41	Small	Big	Left	4	2	2:4	Crisp	four	0	1035
1130	18	42	Small	Big	Left	5	3	3:5	Crisp	five	0	1032
1131	18	43	Small	Big	Left	8	6	6:8	Crisp	eight	0	1933
1132	18	44	Big	Small	Left	5	9	5:9	Vague	few	0	1274
1133	18	45	Small	Small	Right	9	7	7:9	Crisp	seven	0	2749
1134	18	46	Big	Big	Left	8	4	8:4	Crisp	eight	0	1157
1135	18	47	Big	Small	Right	9	5	5:9	Crisp	five	0	1046
1136	18	48	Small	Small	Right	8	6	6:8	Crisp	six	0	1898
1137	18	49	Big	Small	Left	4	8	8:4	Crisp	four	0	800
1138	18	50	Small	Big	Left	4	2	2:4	Vague	many	0	925
1139	18	51	Big	Small	Left	2	6	2:6	Vague	few	0	1214
1140	18	52	Small	Small	Right	8	6	6:8	Vague	few	0	4252
1141	18	53	Big	Big	Left	7	3	7:3	Vague	many	0	972
1142	18	54	Big	Big	Left	6	2	2:6	Crisp	six	0	916
1143	18	55	Small	Small	Right	5	3	3:5	Vague	few	0	1637
1144	18	56	Big	Small	Left	3	7	7:3	Crisp	three	0	827
1145	18	57	Big	Small	Right	6	2	2:6	Vague	few	0	1047
1146	18	58	Big	Big	Right	5	9	5:9	Crisp	nine	0	1179
1147	18	59	Small	Big	Right	6	8	6:8	Vague	many	0	2083
1148	18	60	Big	Small	Right	7	3	7:3	Vague	few	0	1033
1149	18	61	Big	Big	Right	4	8	8:4	Crisp	eight	0	1030
1150	18	62	Small	Small	Left	3	5	3:5	Vague	few	0	1363
1151	18	63	Big	Big	Right	3	7	7:3	Vague	many	0	1101
1152	18	64	Big	Big	Left	9	5	5:9	Crisp	nine	0	1244
1153	19	1	Small	Big	Left	5	3	3:5	Vague	many	0	1976
1154	19	2	Small	Small	Left	7	9	7:9	Crisp	seven	0	2338
1155	19	3	Small	Small	Right	5	3	3:5	Crisp	three	0	1478
1156	19	4	Small	Big	Right	7	9	7:9	Vague	many	0	2908
1157	19	5	Small	Small	Left	2	4	2:4	Crisp	two	0	1029
1158	19	6	Small	Small	Right	8	6	6:8	Crisp	six	0	4641
1159	19	7	Small	Big	Right	6	8	6:8	Crisp	eight	0	3779
1160	19	8	Big	Small	Right	6	2	2:6	Crisp	two	0	1069
1161	19	9	Big	Big	Left	9	5	5:9	Vague	many	0	1435
1162	19	10	Small	Small	Right	5	3	3:5	Vague	few	0	1503
1163	19	11	Big	Big	Left	9	5	5:9	Crisp	nine	0	4388
1164	19	12	Small	Big	Left	5	3	3:5	Crisp	five	0	1510
1165	19	13	Big	Small	Right	9	5	5:9	Crisp	five	0	1792
1166	19	14	Big	Big	Right	3	7	7:3	Crisp	seven	0	3147
1167	19	15	Small	Big	Right	6	8	6:8	Vague	many	0	2155
1168	19	16	Big	Big	Left	7	3	7:3	Crisp	seven	0	2312
1169	19	17	Big	Big	Left	6	2	2:6	Vague	many	0	1309
1170	19	18	Small	Small	Right	9	7	7:9	Vague	few	0	3453
1171	19	19	Big	Big	Left	6	2	2:6	Crisp	six	0	2283
1172	19	20	Small	Small	Left	7	9	7:9	Vague	few	0	2672
1173	19	21	Big	Small	Right	8	4	8:4	Vague	few	0	1800
1174	19	22	Small	Small	Right	8	6	6:8	Vague	few	0	1962
1175	19	23	Small	Big	Left	4	2	2:4	Vague	many	0	2718
1176	19	24	Big	Small	Right	7	3	7:3	Crisp	three	0	2123
1177	19	25	Small	Big	Left	8	6	6:8	Vague	many	0	3314
1178	19	26	Big	Big	Right	3	7	7:3	Vague	many	0	1064
1179	19	27	Small	Small	Right	4	2	2:4	Vague	few	0	2283
1180	19	28	Big	Small	Left	3	7	7:3	Vague	few	0	1595
1181	19	29	Small	Small	Right	4	2	2:4	Crisp	two	0	1593
1182	19	30	Big	Small	Left	3	7	7:3	Crisp	three	0	1034
1183	19	31	Big	Small	Right	6	2	2:6	Vague	few	0	1028
1184	19	32	Big	Small	Left	2	6	2:6	Crisp	two	0	1080
1185	19	33	Small	Big	Right	7	9	7:9	Crisp	nine	0	3528
1186	19	34	Small	Big	Right	3	5	3:5	Vague	many	0	1642
1187	19	35	Small	Big	Right	2	4	2:4	Crisp	four	0	1522
1188	19	36	Big	Big	Left	7	3	7:3	Vague	many	0	2140
1189	19	37	Big	Big	Right	2	6	2:6	Vague	many	0	1303
1190	19	38	Big	Small	Left	4	8	8:4	Crisp	four	0	1425
1191	19	39	Small	Small	Right	9	7	7:9	Crisp	seven	0	3287
1192	19	40	Big	Big	Right	4	8	8:4	Vague	many	0	1680
1193	19	41	Small	Small	Left	3	5	3:5	Vague	few	0	1533
1194	19	42	Big	Big	Left	8	4	8:4	Vague	many	0	1606
1195	19	43	Big	Big	Right	5	9	5:9	Crisp	nine	0	2484
1196	19	44	Big	Small	Left	2	6	2:6	Vague	few	0	1652
1197	19	45	Big	Small	Right	9	5	5:9	Vague	few	0	2336
