"Subject" "Trial" "Item" "c_Itm" "Vagueness" "c_Vag" "Selection" "c_Sel" "Instruction" "Order" "Quantity" "RT" "RT_log" "switchResponse"
"6790" "s07" 72 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "LtoR" "Large" 2100 7.64969262371151 "Expected"
"6791" "s07" 73 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "RtoL" "Large" 1374 7.22548147278229 "Expected"
"6792" "s07" 74 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 16 dots'" "RtoL" "Small" 2113 7.65586401761606 "Near"
"6793" "s07" 75 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "LtoR" "Small" 1353 7.21007962817079 "Near"
"6794" "s07" 76 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "LtoR" "Small" 2579 7.85515700588134 "Near"
"6795" "s07" 77 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 20 dots'" "LtoR" "Small" 2618 7.87016594646984 "Near"
"6796" "s07" 78 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 30 dots'" "LtoR" "Small" 916 6.82001636467413 "Expected"
"6797" "s07" 79 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Small" 935 6.84054652928869 "Far"
"6798" "s07" 80 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "RtoL" "Small" 2573 7.85282781228174 "Near"
"6799" "s07" 81 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Large" 4886 8.49412925181769 "Expected"
"6800" "s07" 82 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "RtoL" "Large" 1620 7.39018142822643 "Expected"
"6801" "s07" 83 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "LtoR" "Small" 1575 7.36201055125973 "Expected"
"6802" "s07" 84 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 40 dots'" "RtoL" "Large" 2947 7.98854298273769 "Expected"
"6803" "s07" 85 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Large" 7093 8.86686366120209 "Expected"
"6804" "s07" 86 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Large" 2505 7.82604401351897 "Expected"
"6805" "s07" 87 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Small" 2100 7.64969262371151 "Near"
"6806" "s07" 88 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "RtoL" "Large" 3549 8.1744211526465 "Expected"
"6807" "s07" 89 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "LtoR" "Large" 3647 8.20166019080868 "Near"
"6808" "s07" 90 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "LtoR" "Large" 1466 7.2902928824466 "Expected"
"6809" "s07" 91 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "RtoL" "Small" 2105 7.65207074611648 "Expected"
"6810" "s07" 92 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 40 dots'" "LtoR" "Large" 1546 7.34342622914737 "Expected"
"6811" "s07" 93 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "LtoR" "Large" 1401 7.24494154633701 "Expected"
"6812" "s07" 94 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "LtoR" "Small" 977 6.88448665204278 "Expected"
"6813" "s07" 95 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "RtoL" "Small" 8741 9.07577987858049 "Near"
"6814" "s07" 96 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "RtoL" "Large" 713 6.5694814204143 "Expected"
"6815" "s07" 97 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "RtoL" "Large" 1796 7.49331724886215 "Expected"
"6816" "s07" 98 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "LtoR" "Large" 2858 7.95787735848981 "Expected"
"6817" "s07" 99 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "RtoL" "Large" 1086 6.99025650049388 "Expected"
"6818" "s07" 100 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "LtoR" "Large" 1023 6.93049476595163 "Expected"
"6819" "s07" 101 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 10 dots'" "LtoR" "Large" 3348 8.11611843160937 "Expected"
"6820" "s07" 102 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "LtoR" "Large" 1045 6.95177216439891 "Expected"
"6821" "s07" 103 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "LtoR" "Large" 1905 7.5522372875608 "Expected"
"6822" "s07" 104 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "RtoL" "Small" 2876 7.96415571884094 "Expected"
"6823" "s07" 105 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 20 dots'" "RtoL" "Small" 985 6.89264164117209 "Expected"
"6824" "s07" 106 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "RtoL" "Large" 1416 7.25559127425367 "Expected"
"6825" "s07" 107 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "RtoL" "Small" 1201 7.09090982207998 "Expected"
"6826" "s07" 108 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "RtoL" "Small" 1671 7.42117752859539 "Expected"
"6827" "s07" 109 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "LtoR" "Small" 1361 7.21597500265147 "Expected"
"6828" "s07" 110 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Large" 3499 8.16023249236769 "Expected"
"6829" "s07" 111 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Large" 1119 7.02019070831193 "Expected"
"6830" "s07" 112 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Small" 2174 7.68432406768116 "Expected"
"6831" "s07" 113 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 20 dots'" "RtoL" "Small" 1767 7.4770384723197 "Expected"
"6832" "s07" 114 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "RtoL" "Small" 1082 6.98656645940643 "Far"
"6833" "s07" 115 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 30 dots'" "LtoR" "Large" 904 6.80682936039218 "Expected"
"6834" "s07" 116 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "LtoR" "Small" 878 6.77764659363512 "Expected"
"6835" "s07" 117 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "LtoR" "Small" 2987 8.00202481821611 "Near"
"6836" "s07" 118 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 30 dots'" "RtoL" "Small" 1454 7.28207365809346 "Expected"
"6837" "s07" 119 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Large" 1234 7.11801620446533 "Expected"
"6838" "s07" 120 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "LtoR" "Small" 1333 7.19518732017871 "Expected"
"6839" "s07" 121 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "RtoL" "Small" 1041 6.94793706861497 "Expected"
"6840" "s07" 122 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Small" 1621 7.39079852173568 "Near"
"6841" "s07" 123 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "LtoR" "Small" 2312 7.74586822979227 "Expected"
"6842" "s07" 124 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "LtoR" "Large" 1224 7.10987946307227 "Expected"
"6843" "s07" 125 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "RtoL" "Small" 8251 9.01808968410434 "Near"
"6844" "s07" 126 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Small" 1208 7.09672137849476 "Near"
"6845" "s07" 127 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 44 dots'" "RtoL" "Large" 1174 7.06817200038804 "Expected"
"6846" "s07" 128 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "RtoL" "Large" 1140 7.03878354138854 "Expected"
"6847" "s07" 129 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 20 dots'" "LtoR" "Small" 3739 8.22657347497711 "Expected"
"6848" "s07" 130 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "RtoL" "Large" 1565 7.35564110297425 "Expected"
"6849" "s07" 131 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "RtoL" "Small" 1212 7.10002716662926 "Expected"
"6850" "s07" 132 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Small" 1612 7.38523092306657 "Far"
"6851" "s07" 133 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "RtoL" "Large" 1885 7.54168309988211 "Expected"
"6852" "s07" 134 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "LtoR" "Large" 1510 7.31986492980897 "Near"
"6853" "s07" 135 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 30 dots'" "RtoL" "Large" 1205 7.09423484592476 "Expected"
"6854" "s07" 136 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 40 dots'" "RtoL" "Large" 2592 7.86018505747217 "Expected"
"6855" "s07" 137 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 20 dots'" "RtoL" "Small" 1271 7.14755927118945 "Expected"
"6856" "s07" 138 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Small" 2250 7.71868549519847 "Near"
"6857" "s07" 139 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 44 dots'" "LtoR" "Large" 897 6.7990558620588 "Expected"
"6858" "s07" 140 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "LtoR" "Small" 961 6.86797440897029 "Expected"
"6859" "s07" 141 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 20 dots'" "RtoL" "Small" 868 6.76619171466035 "Expected"
"6860" "s07" 142 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "RtoL" "Small" 819 6.70808408385307 "Expected"
"6861" "s07" 143 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "RtoL" "Large" 793 6.67582322163485 "Expected"
"6862" "s07" 144 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "RtoL" "Small" 1458 7.2848209125686 "Expected"
"6863" "s07" 145 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 20 dots'" "LtoR" "Small" 2057 7.62900388965296 "Expected"
"6864" "s07" 146 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 30 dots'" "LtoR" "Small" 781 6.66057514983969 "Expected"
"6865" "s07" 147 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Large" 1829 7.51152464839087 "Expected"
"6866" "s07" 148 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "RtoL" "Large" 1624 7.39264752072162 "Expected"
"6867" "s07" 149 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "RtoL" "Small" 2153 7.67461749736436 "Near"
"6868" "s07" 150 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Large" 1361 7.21597500265147 "Expected"
"6869" "s07" 151 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "RtoL" "Small" 1167 7.06219163228656 "Near"
"6870" "s07" 152 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "LtoR" "Large" 1071 6.97634807044775 "Expected"
"6871" "s07" 153 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "LtoR" "Large" 1559 7.35179986905778 "Expected"
"6872" "s07" 154 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "LtoR" "Large" 1268 7.14519613499717 "Expected"
"6873" "s07" 155 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Large" 1110 7.01211529430638 "Expected"
"6874" "s07" 156 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "LtoR" "Large" 1071 6.97634807044775 "Expected"
"6875" "s07" 157 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "RtoL" "Small" 1247 7.12849594568004 "Expected"
"6876" "s07" 158 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 30 dots'" "RtoL" "Small" 2198 7.69530313496357 "Expected"
"6877" "s07" 159 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "LtoR" "Large" 1735 7.45876269238096 "Expected"
"6878" "s07" 160 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "LtoR" "Large" 1254 7.13409372119287 "Expected"
"6879" "s07" 161 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "LtoR" "Large" 1343 7.20266119652324 "Expected"
"6880" "s07" 162 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "RtoL" "Large" 1221 7.1074254741107 "Expected"
"6881" "s07" 163 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Small" 1471 7.29369772060144 "Near"
"6882" "s07" 164 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "RtoL" "Small" 2762 7.92371033396924 "Near"
"6883" "s07" 165 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 10 dots'" "LtoR" "Large" 860 6.75693238924755 "Expected"
"6884" "s07" 166 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "RtoL" "Large" 883 6.78332520060396 "Expected"
"6885" "s07" 167 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Small" 1430 7.26542972325395 "Near"
"6886" "s07" 168 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "RtoL" "Large" 1267 7.14440718032114 "Expected"
"6887" "s07" 169 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Large" 1758 7.47193207824512 "Near"
"6888" "s07" 170 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "LtoR" "Small" 2818 7.94378269245863 "Expected"
"6889" "s07" 171 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "LtoR" "Small" 1518 7.32514895795557 "Expected"
"6890" "s07" 172 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 54 dots'" "RtoL" "Large" 1134 7.0335064842877 "Expected"
"6891" "s07" 173 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "RtoL" "Large" 4223 8.34830105493394 "Near"
"6892" "s07" 174 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 16 dots'" "RtoL" "Small" 3648 8.20193435119422 "Near"
"6893" "s07" 175 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "RtoL" "Small" 4816 8.47969898698866 "Expected"
"6894" "s07" 176 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "LtoR" "Small" 1755 7.47022413589997 "Near"
"6895" "s07" 177 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Large" 7729 8.95273476710687 "Expected"
"6896" "s07" 178 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Small" 4136 8.32748441618826 "Expected"
"6897" "s07" 179 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "LtoR" "Small" 1650 7.40853056689463 "Expected"
"6898" "s07" 180 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "LtoR" "Small" 1080 6.98471632011827 "Expected"
"6899" "s07" 181 "06:15:24" -0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 10 dots'" "RtoL" "Large" 3260 8.08948247436075 "Expected"
"6900" "s07" 182 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 16 dots'" "LtoR" "Small" 2372 7.77148876011762 "Expected"
"6901" "s07" 183 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 44 dots'" "RtoL" "Large" 992 6.89972310728487 "Expected"
"6902" "s07" 184 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 40 dots'" "LtoR" "Large" 1682 7.42773884053289 "Expected"
"6903" "s07" 185 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "LtoR" "Small" 1853 7.52456122628536 "Near"
"6904" "s07" 186 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "LtoR" "Large" 3351 8.11701408773731 "Expected"
"6905" "s07" 187 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 30 dots'" "LtoR" "Large" 907 6.81014245011514 "Expected"
"6906" "s07" 188 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "RtoL" "Small" 1125 7.02553831463852 "Expected"
"6907" "s07" 189 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "LtoR" "Small" 854 6.74993119378857 "Expected"
"6908" "s07" 190 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Large" 1063 6.96885037834195 "Expected"
"6909" "s07" 191 "26:35:44" 0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 26 dots'" "LtoR" "Small" 5779 8.66198593631778 "Near"
"6910" "s07" 192 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Small" 1149 7.04664727784876 "Far"
"6911" "s08" 1 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "RtoL" "Small" 5094 8.5358186555394 "Expected"
"6912" "s08" 2 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "LtoR" "Large" 3282 8.09620827165004 "Expected"
"6913" "s08" 3 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "RtoL" "Small" 6909 8.8405801884888 "Near"
"6914" "s08" 4 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 50 dots'" "RtoL" "Large" 8104 9.00011304592852 "Expected"
"6915" "s08" 5 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 10 dots'" "RtoL" "Large" 2540 7.83991936001258 "Expected"
"6916" "s08" 6 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Small" 9476 9.15651756527868 "Near"
"6917" "s08" 7 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Large" 2654 7.88382321489215 "Expected"
"6918" "s08" 8 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "LtoR" "Large" 3792 8.24064886337491 "Expected"
"6919" "s08" 9 "06:15:24" -0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 20 dots'" "LtoR" "Small" 2997 8.00536706731666 "Far"
"6920" "s08" 10 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "RtoL" "Large" 8497 9.04746843900354 "Expected"
"6921" "s08" 11 "26:35:44" 0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 40 dots'" "LtoR" "Small" 15010 9.61647192462751 "Far"
"6922" "s08" 12 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "RtoL" "Small" 2730 7.91205688817901 "Far"
"6923" "s08" 13 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "LtoR" "Large" 2551 7.84424071814181 "Expected"
"6924" "s08" 14 "16:25:34" -0.25 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 34 dots'" "LtoR" "Large" 7969 8.98331429339775 "Expected"
"6925" "s08" 15 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Large" 10783 9.28572609888207 "Expected"
"6926" "s08" 16 "36:45:54" 0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 36 dots'" "RtoL" "Small" 10426 9.25205796532805 "Near"
"6927" "s08" 17 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Large" 8739 9.07555104562754 "Expected"
"6928" "s08" 18 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 30 dots'" "LtoR" "Small" 13662 9.52237353529179 "Far"
"6929" "s08" 19 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "LtoR" "Large" 2057 7.62900388965296 "Expected"
"6930" "s08" 20 "36:45:54" 0.75 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 50 dots'" "LtoR" "Small" 2827 7.94697135769359 "Expected"
"6931" "s08" 21 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 6 dots'" "LtoR" "Small" 2574 7.85321638815607 "Expected"
"6932" "s08" 22 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "LtoR" "Small" 13442 9.50613941252991 "Near"
"6933" "s08" 23 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "RtoL" "Small" 7090 8.86644061952617 "Expected"
"6934" "s08" 24 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far fewer than 50 dots'" "LtoR" "Small" 6528 8.78385589664394 "Far"
"6935" "s08" 25 "06:15:24" -0.75 "Crisp" -0.5 "Matching" 0.5 "'Choose a square with 24 dots'" "RtoL" "Large" 5946 8.69047400355804 "Expected"
"6936" "s08" 26 "16:25:34" -0.25 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 20 dots'" "RtoL" "Large" 5604 8.6312359074569 "Expected"
"6937" "s08" 27 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with fewer than 40 dots'" "LtoR" "Small" 7693 8.94806610345893 "Expected"
"6938" "s08" 28 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "RtoL" "Small" 10671 9.27528506061656 "Near"
"6939" "s08" 29 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 10 dots'" "LtoR" "Small" 2642 7.87929148508227 "Near"
"6940" "s08" 30 "16:25:34" -0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Large" 13225 9.4898642567265 "Expected"
"6941" "s08" 31 "26:35:44" 0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 30 dots'" "RtoL" "Large" 2622 7.87169266432365 "Expected"
"6942" "s08" 32 "36:45:54" 0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 40 dots'" "LtoR" "Small" 3804 8.24380842366528 "Far"
"6943" "s08" 33 "06:15:24" -0.75 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 20 dots'" "RtoL" "Large" 4184 8.33902300574476 "Expected"
"6944" "s08" 34 "16:25:34" -0.25 "Crisp" -0.5 "Comparison" -0.5 "'Choose a square with more than 20 dots'" "RtoL" "Large" 1548 7.34471905414967 "Expected"
"6945" "s08" 35 "26:35:44" 0.25 "Vague" 0.5 "Matching" 0.5 "'Choose a square with about 30 dots'" "LtoR" "Small" 9673 9.17709377818255 "Near"
"6946" "s08" 36 "36:45:54" 0.75 "Vague" 0.5 "Comparison" -0.5 "'Choose a square with far more than 40 dots'" "RtoL" "Large" 2065 7.63288550539513 "Expected"
