"Subject" "Item" "vagueness" "selection" "RT"
"5642" 36 2 "vague" "matching" 2649
"5643" 36 3 "vague" "comparison" 2251
"5644" 36 4 "crisp" "matching" 2711
"5645" 36 1 "vague" "matching" 985
"5646" 36 2 "crisp" "matching" 1904
"5647" 36 3 "crisp" "matching" 2992
"5648" 36 4 "vague" "matching" 1821
"5649" 36 1 "crisp" "comparison" 3731
"5650" 36 2 "crisp" "matching" 3000
"5651" 36 3 "crisp" "matching" 2206
"5652" 36 4 "vague" "comparison" 2820
"5653" 36 1 "crisp" "matching" 1740
"5654" 36 2 "vague" "matching" 2795
"5655" 36 3 "vague" "matching" 2790
"5656" 36 4 "crisp" "comparison" 2067
"5657" 36 1 "vague" "comparison" 2665
"5658" 36 2 "crisp" "comparison" 2285
"5659" 36 3 "vague" "comparison" 2069
"5660" 36 4 "crisp" "comparison" 2308
"5661" 36 1 "vague" "matching" 2709
"5662" 36 2 "vague" "comparison" 1693
"5663" 36 3 "vague" "comparison" 1778
"5664" 36 4 "crisp" "comparison" 1541
"5665" 36 1 "crisp" "matching" 1793
"5666" 36 2 "crisp" "matching" 2094
"5667" 36 3 "vague" "matching" 1566
"5668" 36 4 "crisp" "comparison" 1291
"5669" 36 1 "crisp" "comparison" 2709
"5670" 36 2 "crisp" "comparison" 1817
"5671" 36 3 "vague" "matching" 2248
"5672" 36 4 "vague" "matching" 887
"5673" 36 1 "vague" "matching" 2731
"5674" 36 2 "vague" "comparison" 2161
"5675" 36 3 "crisp" "comparison" 2880
"5676" 36 4 "vague" "comparison" 2938
"5677" 36 1 "crisp" "comparison" 1819
"5678" 36 2 "crisp" "comparison" 2151
"5679" 36 3 "crisp" "matching" 2321
"5680" 36 4 "vague" "comparison" 2349
"5681" 36 1 "vague" "matching" 1082
"5682" 36 2 "vague" "matching" 2658
"5683" 36 3 "vague" "comparison" 1375
"5684" 36 4 "vague" "comparison" 2347
"5685" 36 1 "crisp" "comparison" 2287
"5686" 36 2 "vague" "matching" 2358
"5687" 36 3 "crisp" "comparison" 3135
"5688" 36 4 "crisp" "matching" 5086
"5689" 36 1 "vague" "comparison" 4489
"5690" 36 2 "crisp" "comparison" 1348
"5691" 36 3 "vague" "matching" 4217
"5692" 36 4 "crisp" "matching" 4344
"5693" 36 1 "crisp" "matching" 1145
"5694" 36 2 "vague" "comparison" 2184
"5695" 36 3 "crisp" "comparison" 3579
"5696" 36 4 "crisp" "matching" 3008
"5697" 36 1 "vague" "comparison" 1457
"5698" 36 2 "crisp" "matching" 1161
"5699" 36 3 "crisp" "comparison" 1435
"5700" 36 4 "vague" "matching" 1462
"5701" 36 1 "vague" "matching" 1273
"5702" 36 2 "vague" "matching" 1587
"5703" 36 3 "vague" "comparison" 1454
"5704" 36 4 "vague" "comparison" 942
"5705" 36 1 "vague" "matching" 1283
"5706" 36 2 "crisp" "comparison" 1312
"5707" 36 3 "vague" "matching" 1505
"5708" 36 4 "vague" "matching" 1638
"5709" 36 1 "crisp" "matching" 1466
"5710" 36 2 "vague" "comparison" 1026
"5711" 36 3 "vague" "comparison" 1181
"5712" 36 4 "crisp" "comparison" 1448
"5713" 36 1 "crisp" "matching" 1196
"5714" 36 2 "crisp" "matching" 962
"5715" 36 3 "crisp" "comparison" 1034
"5716" 36 4 "crisp" "comparison" 1171
"5717" 36 1 "crisp" "matching" 945
"5718" 36 2 "crisp" "matching" 2862
"5719" 36 3 "crisp" "comparison" 1280
"5720" 36 4 "crisp" "comparison" 1554
"5721" 36 1 "crisp" "comparison" 2128
"5722" 36 2 "crisp" "comparison" 1969
"5723" 36 3 "vague" "comparison" 1594
"5724" 36 4 "vague" "matching" 2656
"5725" 36 1 "crisp" "comparison" 1502
"5726" 36 2 "vague" "matching" 1133
"5727" 36 3 "crisp" "matching" 2085
"5728" 36 4 "crisp" "matching" 3258
"5729" 36 1 "vague" "matching" 2824
"5730" 36 2 "vague" "comparison" 1802
"5731" 36 3 "crisp" "matching" 3042
"5732" 36 4 "crisp" "matching" 1480
"5733" 36 1 "crisp" "comparison" 2143
"5734" 36 2 "vague" "matching" 2210
"5735" 36 3 "crisp" "matching" 1589
"5736" 36 4 "vague" "matching" 1150
"5737" 36 1 "crisp" "matching" 686
"5738" 36 2 "vague" "matching" 1185
"5739" 36 3 "crisp" "matching" 2758
"5740" 36 4 "vague" "comparison" 2272
"5741" 36 1 "vague" "matching" 1981
"5742" 36 2 "vague" "comparison" 1075
"5743" 36 3 "crisp" "comparison" 2205
"5744" 36 4 "crisp" "matching" 2953
"5745" 36 1 "vague" "comparison" 3277
"5746" 36 2 "crisp" "matching" 4566
"5747" 36 3 "vague" "matching" 4882
"5748" 36 4 "crisp" "matching" 962
"5749" 36 1 "vague" "comparison" 1431
"5750" 36 2 "vague" "comparison" 1055
"5751" 36 3 "vague" "matching" 2149
"5752" 36 4 "vague" "comparison" 1456
"5753" 36 1 "vague" "comparison" 1965
"5754" 36 2 "crisp" "comparison" 946
"5755" 36 3 "vague" "comparison" 1179
"5756" 36 4 "vague" "comparison" 1378
"5757" 36 1 "crisp" "comparison" 1025
"5758" 36 2 "crisp" "comparison" 926
"5759" 36 3 "vague" "matching" 1919
"5760" 36 4 "crisp" "comparison" 1154
"5761" 37 1 "crisp" "matching" 1247
"5762" 37 2 "crisp" "comparison" 1041
"5763" 37 3 "crisp" "comparison" 1111
"5764" 37 4 "crisp" "comparison" 1023
"5765" 37 1 "vague" "comparison" 1087
"5766" 37 2 "vague" "comparison" 1217
"5767" 37 3 "crisp" "matching" 2696
"5768" 37 4 "vague" "matching" 1234
"5769" 37 1 "crisp" "comparison" 4276
"5770" 37 2 "crisp" "comparison" 2340
"5771" 37 3 "vague" "matching" 1612
"5772" 37 4 "vague" "matching" 1459
"5773" 37 1 "crisp" "matching" 1215
"5774" 37 2 "crisp" "comparison" 9996
"5775" 37 3 "crisp" "comparison" 8157
"5776" 37 4 "vague" "comparison" 3483
"5777" 37 1 "crisp" "matching" 2944
"5778" 37 2 "crisp" "comparison" 7512
"5779" 37 3 "vague" "comparison" 1762
"5780" 37 4 "vague" "comparison" 1361
"5781" 37 1 "crisp" "comparison" 3590
"5782" 37 2 "vague" "matching" 4379
"5783" 37 3 "vague" "comparison" 1176
"5784" 37 4 "vague" "matching" 3403
"5785" 37 1 "crisp" "comparison" 3008
"5786" 37 2 "crisp" "matching" 17873
"5787" 37 3 "crisp" "matching" 1715
"5788" 37 4 "vague" "comparison" 2000
"5789" 37 1 "vague" "matching" 8551
"5790" 37 2 "vague" "comparison" 1873
"5791" 37 3 "vague" "matching" 7676
"5792" 37 4 "crisp" "comparison" 677
"5793" 37 1 "crisp" "matching" 1935
"5794" 37 2 "crisp" "matching" 2150
"5795" 37 3 "vague" "matching" 14386
"5796" 37 4 "vague" "matching" 8557
"5797" 37 1 "vague" "comparison" 1452
"5798" 37 2 "vague" "comparison" 1656
"5799" 37 3 "vague" "matching" 1706
"5800" 37 4 "crisp" "matching" 1354
"5801" 37 1 "vague" "comparison" 1389
"5802" 37 2 "vague" "comparison" 1149
"5803" 37 3 "vague" "comparison" 935
"5804" 37 4 "crisp" "matching" 6685
"5805" 37 1 "vague" "matching" 2272
"5806" 37 2 "crisp" "matching" 1951
"5807" 37 3 "crisp" "comparison" 2973
"5808" 37 4 "crisp" "matching" 2016
"5809" 37 1 "vague" "comparison" 1380
"5810" 37 2 "vague" "matching" 10014
"5811" 37 3 "crisp" "matching" 1869
"5812" 37 4 "crisp" "comparison" 1661
"5813" 37 1 "vague" "matching" 11388
"5814" 37 2 "vague" "matching" 2437
"5815" 37 3 "crisp" "comparison" 3151
"5816" 37 4 "vague" "comparison" 1632
"5817" 37 1 "vague" "matching" 4749
"5818" 37 2 "vague" "matching" 6007
"5819" 37 3 "crisp" "matching" 1868
"5820" 37 4 "crisp" "comparison" 1024
"5821" 37 1 "crisp" "comparison" 7475
"5822" 37 2 "crisp" "matching" 10116
"5823" 37 3 "vague" "comparison" 1319
"5824" 37 4 "crisp" "matching" 1879
"5825" 37 1 "vague" "matching" 1376
"5826" 37 2 "vague" "comparison" 1255
"5827" 37 3 "vague" "matching" 2331
"5828" 37 4 "crisp" "matching" 1558
"5829" 37 1 "crisp" "comparison" 1383
"5830" 37 2 "vague" "matching" 1178
"5831" 37 3 "crisp" "matching" 1215
"5832" 37 4 "vague" "matching" 1332
"5833" 37 1 "crisp" "matching" 2873
"5834" 37 2 "crisp" "matching" 1386
"5835" 37 3 "crisp" "comparison" 1262
"5836" 37 4 "vague" "matching" 3428
"5837" 37 1 "crisp" "matching" 1067
"5838" 37 2 "vague" "comparison" 1359
"5839" 37 3 "vague" "comparison" 1955
"5840" 37 4 "crisp" "matching" 1213
"5841" 37 1 "vague" "matching" 1177
"5842" 37 2 "crisp" "comparison" 1177
"5843" 37 3 "crisp" "matching" 6322
"5844" 37 4 "vague" "matching" 10995
"5845" 37 1 "crisp" "matching" 803
"5846" 37 2 "vague" "comparison" 1044
"5847" 37 3 "crisp" "comparison" 732
"5848" 37 4 "vague" "comparison" 721
"5849" 37 1 "vague" "matching" 4932
"5850" 37 2 "crisp" "matching" 895
"5851" 37 3 "crisp" "comparison" 1718
"5852" 37 4 "vague" "comparison" 1904
"5853" 37 1 "vague" "comparison" 923
"5854" 37 2 "crisp" "comparison" 1881
"5855" 37 3 "vague" "comparison" 1283
"5856" 37 4 "crisp" "comparison" 1380
"5857" 37 1 "crisp" "comparison" 1275
"5858" 37 2 "vague" "matching" 1274
"5859" 37 3 "vague" "matching" 1099
"5860" 37 4 "crisp" "matching" 980
"5861" 37 1 "vague" "comparison" 944
"5862" 37 2 "vague" "comparison" 865
"5863" 37 3 "vague" "comparison" 891
"5864" 37 4 "crisp" "comparison" 844
"5865" 37 1 "vague" "comparison" 819
"5866" 37 2 "crisp" "comparison" 836
"5867" 37 3 "crisp" "matching" 1799
"5868" 37 4 "crisp" "matching" 2350
"5869" 37 1 "vague" "matching" 3706
"5870" 37 2 "crisp" "matching" 21550
"5871" 37 3 "vague" "matching" 1499
"5872" 37 4 "vague" "comparison" 2030
"5873" 37 1 "crisp" "matching" 1034
"5874" 37 2 "vague" "matching" 49871
"5875" 37 3 "vague" "matching" 1105
"5876" 37 4 "crisp" "comparison" 887
"5877" 37 1 "crisp" "comparison" 1420
"5878" 37 2 "vague" "matching" 4062
"5879" 37 3 "vague" "comparison" 1026
"5880" 37 4 "vague" "matching" 17207
"5881" 37 1 "crisp" "comparison" 662
"5882" 37 2 "crisp" "matching" 700
"5883" 37 3 "crisp" "comparison" 618
"5884" 37 4 "crisp" "comparison" 870
"5885" 37 1 "vague" "comparison" 832
"5886" 37 2 "crisp" "comparison" 804
"5887" 37 3 "crisp" "matching" 939
"5888" 37 4 "vague" "comparison" 951
"5889" 37 1 "crisp" "comparison" 1129
"5890" 37 2 "crisp" "comparison" 1047
"5891" 37 3 "crisp" "matching" 2105
"5892" 37 4 "crisp" "matching" 2063
"5893" 37 1 "crisp" "matching" 1840
"5894" 37 2 "crisp" "matching" 1316
"5895" 37 3 "vague" "comparison" 762
"5896" 37 4 "crisp" "matching" 804
"5897" 37 1 "vague" "comparison" 2264
"5898" 37 2 "vague" "matching" 3086
"5899" 37 3 "vague" "comparison" 800
"5900" 37 4 "vague" "comparison" 1481
"5901" 37 1 "vague" "matching" 1910
"5902" 37 2 "crisp" "comparison" 1333
"5903" 37 3 "crisp" "matching" 1142
"5904" 37 4 "crisp" "comparison" 3006
"5905" 37 1 "crisp" "comparison" 2531
"5906" 37 2 "crisp" "matching" 2211
"5907" 37 3 "vague" "matching" 1344
"5908" 37 4 "vague" "matching" 6317
"5909" 37 1 "crisp" "matching" 853
"5910" 37 2 "vague" "matching" 1818
"5911" 37 3 "vague" "comparison" 1537
"5912" 37 4 "vague" "matching" 1247
"5913" 37 1 "vague" "comparison" 2320
"5914" 37 2 "crisp" "comparison" 3085
"5915" 37 3 "vague" "matching" 7916
"5916" 37 4 "crisp" "matching" 925
"5917" 37 1 "crisp" "comparison" 5038
"5918" 37 2 "vague" "matching" 5867
"5919" 37 3 "vague" "matching" 2806
"5920" 37 4 "crisp" "comparison" 1620
"5921" 37 1 "vague" "matching" 2617
"5922" 37 2 "crisp" "comparison" 2453
"5923" 37 3 "crisp" "matching" 1263
"5924" 37 4 "crisp" "matching" 2316
"5925" 37 1 "vague" "matching" 999
"5926" 37 2 "crisp" "matching" 4637
"5927" 37 3 "vague" "matching" 3029
"5928" 37 4 "vague" "comparison" 860
"5929" 37 1 "crisp" "matching" 1582
"5930" 37 2 "vague" "comparison" 521
"5931" 37 3 "vague" "comparison" 386
"5932" 37 4 "vague" "matching" 780
"5933" 37 1 "vague" "matching" 1472
"5934" 37 2 "vague" "comparison" 1087
"5935" 37 3 "crisp" "comparison" 671
"5936" 37 4 "vague" "comparison" 902
"5937" 37 1 "vague" "comparison" 797
"5938" 37 2 "vague" "matching" 12918
"5939" 37 3 "crisp" "comparison" 2093
"5940" 37 4 "crisp" "comparison" 1283
"5941" 37 1 "vague" "comparison" 2845
"5942" 37 2 "vague" "comparison" 1009
"5943" 37 3 "crisp" "matching" 1052
"5944" 37 4 "vague" "matching" 912
"5945" 37 1 "crisp" "comparison" 1109
"5946" 37 2 "vague" "comparison" 873
"5947" 37 3 "crisp" "comparison" 1842
"5948" 37 4 "vague" "comparison" 978
"5949" 37 1 "crisp" "matching" 8890
"5950" 37 2 "crisp" "matching" 4547
"5951" 37 3 "crisp" "comparison" 2482
"5952" 37 4 "crisp" "comparison" 910
"5953" 38 1 "crisp" "matching" 4404
"5954" 38 2 "crisp" "comparison" 2439
"5955" 38 3 "crisp" "matching" 2593
"5956" 38 4 "vague" "comparison" 3083
"5957" 38 1 "crisp" "matching" 2409
"5958" 38 2 "crisp" "comparison" 3925
"5959" 38 3 "crisp" "matching" 4929
"5960" 38 4 "crisp" "comparison" 2509
"5961" 38 1 "crisp" "comparison" 1535
"5962" 38 2 "vague" "comparison" 1896
"5963" 38 3 "crisp" "matching" 4148
"5964" 38 4 "vague" "matching" 5393
"5965" 38 1 "crisp" "matching" 2944
"5966" 38 2 "crisp" "matching" 4345
"5967" 38 3 "crisp" "comparison" 5329
"5968" 38 4 "vague" "comparison" 4613
"5969" 38 1 "vague" "matching" 2062
"5970" 38 2 "vague" "comparison" 2228
"5971" 38 3 "vague" "matching" 4699
"5972" 38 4 "crisp" "comparison" 2505
"5973" 38 1 "vague" "comparison" 2066
"5974" 38 2 "crisp" "matching" 2444
"5975" 38 3 "crisp" "matching" 8540
"5976" 38 4 "crisp" "matching" 3582
"5977" 38 1 "crisp" "comparison" 5499
"5978" 38 2 "vague" "matching" 2945
"5979" 38 3 "crisp" "comparison" 1640
"5980" 38 4 "vague" "comparison" 3723
"5981" 38 1 "crisp" "comparison" 1650
"5982" 38 2 "vague" "matching" 5219
"5983" 38 3 "crisp" "comparison" 3097
"5984" 38 4 "crisp" "comparison" 2596
"5985" 38 1 "vague" "comparison" 1807
"5986" 38 2 "vague" "comparison" 2547
"5987" 38 3 "vague" "matching" 2267
"5988" 38 4 "crisp" "matching" 3277
"5989" 38 1 "vague" "comparison" 1371
"5990" 38 2 "crisp" "matching" 2611
"5991" 38 3 "crisp" "comparison" 1468
"5992" 38 4 "vague" "matching" 2817
"5993" 38 1 "crisp" "matching" 2050
"5994" 38 2 "crisp" "comparison" 1557
"5995" 38 3 "vague" "matching" 1735
"5996" 38 4 "vague" "comparison" 6565
"5997" 38 1 "vague" "comparison" 1062
"5998" 38 2 "vague" "matching" 1534
"5999" 38 3 "vague" "comparison" 1923
"6000" 38 4 "vague" "matching" 3708
"6001" 38 1 "crisp" "comparison" 3534
"6002" 38 2 "vague" "matching" 1820
"6003" 38 3 "vague" "matching" 1120
"6004" 38 4 "crisp" "comparison" 1340
"6005" 38 1 "vague" "matching" 2343
"6006" 38 2 "crisp" "matching" 2739
"6007" 38 3 "vague" "comparison" 1965
"6008" 38 4 "vague" "matching" 3668
"6009" 38 1 "vague" "matching" 4042
"6010" 38 2 "crisp" "comparison" 1744
"6011" 38 3 "vague" "comparison" 3979
"6012" 38 4 "crisp" "matching" 2598
"6013" 38 1 "vague" "matching" 4237
"6014" 38 2 "vague" "comparison" 2224
"6015" 38 3 "vague" "comparison" 2392
"6016" 38 4 "crisp" "matching" 1846
"6017" 38 1 "vague" "matching" 1865
"6018" 38 2 "vague" "comparison" 2986
"6019" 38 3 "crisp" "comparison" 2433
"6020" 38 4 "crisp" "comparison" 1568
"6021" 38 1 "crisp" "matching" 1453
"6022" 38 2 "crisp" "matching" 1709
"6023" 38 3 "vague" "comparison" 1270
"6024" 38 4 "crisp" "comparison" 4043
"6025" 38 1 "crisp" "matching" 2909
"6026" 38 2 "vague" "comparison" 1506
"6027" 38 3 "crisp" "comparison" 3542
"6028" 38 4 "vague" "comparison" 1585
"6029" 38 1 "crisp" "comparison" 1713
"6030" 38 2 "crisp" "comparison" 1467
"6031" 38 3 "crisp" "comparison" 1302
"6032" 38 4 "vague" "comparison" 2780
"6033" 38 1 "vague" "matching" 2046
"6034" 38 2 "crisp" "comparison" 1776
"6035" 38 3 "vague" "matching" 2573
"6036" 38 4 "crisp" "comparison" 1682
"6037" 38 1 "vague" "comparison" 1213
"6038" 38 2 "crisp" "matching" 1639
"6039" 38 3 "vague" "comparison" 823
"6040" 38 4 "crisp" "matching" 2649
"6041" 38 1 "vague" "comparison" 992
"6042" 38 2 "vague" "matching" 4152
"6043" 38 3 "crisp" "matching" 2084
"6044" 38 4 "crisp" "matching" 1945
"6045" 38 1 "crisp" "comparison" 934
"6046" 38 2 "crisp" "comparison" 1498
"6047" 38 3 "crisp" "matching" 2115
"6048" 38 4 "vague" "matching" 1823
"6049" 38 1 "vague" "matching" 1531
"6050" 38 2 "vague" "matching" 2046
"6051" 38 3 "vague" "comparison" 1234
"6052" 38 4 "vague" "matching" 2412
"6053" 38 1 "crisp" "comparison" 905
"6054" 38 2 "vague" "matching" 4186
"6055" 38 3 "crisp" "matching" 1238
"6056" 38 4 "vague" "comparison" 1438
"6057" 38 1 "vague" "matching" 2991
"6058" 38 2 "crisp" "matching" 1590
"6059" 38 3 "crisp" "matching" 2274
"6060" 38 4 "vague" "matching" 2265
"6061" 38 1 "crisp" "matching" 1302
"6062" 38 2 "crisp" "matching" 2944
"6063" 38 3 "vague" "matching" 1306
"6064" 38 4 "crisp" "matching" 2373
"6065" 38 1 "vague" "comparison" 1394
"6066" 38 2 "crisp" "comparison" 1441
"6067" 38 3 "crisp" "comparison" 1078
"6068" 38 4 "vague" "comparison" 2454
"6069" 38 1 "crisp" "comparison" 1335
"6070" 38 2 "vague" "comparison" 1173
"6071" 38 3 "vague" "comparison" 1597
"6072" 38 4 "crisp" "comparison" 2399
"6073" 38 1 "crisp" "matching" 3063
"6074" 38 2 "vague" "comparison" 1497
"6075" 38 3 "vague" "matching" 2318
"6076" 38 4 "crisp" "matching" 1012
"6077" 38 1 "vague" "comparison" 1591
"6078" 38 2 "vague" "matching" 2278
"6079" 38 3 "vague" "matching" 1805
"6080" 38 4 "vague" "matching" 1716
"6081" 38 1 "vague" "comparison" 1755
"6082" 38 2 "crisp" "comparison" 2301
"6083" 38 3 "crisp" "matching" 4039
"6084" 38 4 "vague" "matching" 961
"6085" 38 1 "crisp" "matching" 1898
"6086" 38 2 "vague" "comparison" 894
"6087" 38 3 "vague" "matching" 1321
"6088" 38 4 "crisp" "matching" 2231
"6089" 38 1 "vague" "comparison" 897
"6090" 38 2 "vague" "matching" 4158
"6091" 38 3 "crisp" "matching" 1095
"6092" 38 4 "crisp" "comparison" 1320
"6093" 38 1 "crisp" "comparison" 845
"6094" 38 2 "vague" "matching" 1490
"6095" 38 3 "crisp" "comparison" 2136
"6096" 38 4 "vague" "matching" 1192
"6097" 38 1 "crisp" "comparison" 1589
"6098" 38 2 "crisp" "comparison" 1186
"6099" 38 3 "vague" "matching" 2310
"6100" 38 4 "vague" "comparison" 1606
"6101" 38 1 "vague" "matching" 3167
"6102" 38 2 "crisp" "matching" 1684
"6103" 38 3 "vague" "comparison" 1106
"6104" 38 4 "vague" "matching" 1770
"6105" 38 1 "crisp" "matching" 1289
"6106" 38 2 "crisp" "comparison" 1064
"6107" 38 3 "crisp" "matching" 3466
"6108" 38 4 "crisp" "comparison" 1451
"6109" 38 1 "crisp" "matching" 1484
"6110" 38 2 "vague" "comparison" 1708
"6111" 38 3 "vague" "matching" 3280
"6112" 38 4 "crisp" "comparison" 1532
"6113" 38 1 "vague" "matching" 1195
"6114" 38 2 "vague" "comparison" 1199
"6115" 38 3 "vague" "comparison" 1004
"6116" 38 4 "vague" "matching" 2022
"6117" 38 1 "crisp" "matching" 1260
"6118" 38 2 "crisp" "comparison" 2812
"6119" 38 3 "crisp" "comparison" 1112
"6120" 38 4 "vague" "comparison" 1584
"6121" 38 1 "vague" "comparison" 2061
"6122" 38 2 "crisp" "matching" 978
"6123" 38 3 "crisp" "comparison" 1080
"6124" 38 4 "crisp" "matching" 1103
"6125" 38 1 "crisp" "comparison" 2425
"6126" 38 2 "vague" "matching" 2440
"6127" 38 3 "crisp" "matching" 1454
"6128" 38 4 "vague" "comparison" 3047
"6129" 38 1 "vague" "matching" 1867
"6130" 38 2 "vague" "comparison" 1371
"6131" 38 3 "crisp" "comparison" 1547
"6132" 38 4 "crisp" "matching" 1813
"6133" 38 1 "crisp" "comparison" 2192
"6134" 38 2 "crisp" "matching" 1025
"6135" 38 3 "vague" "comparison" 1201
"6136" 38 4 "crisp" "matching" 1092
"6137" 38 1 "vague" "comparison" 975
"6138" 38 2 "vague" "matching" 982
"6139" 38 3 "vague" "comparison" 1161
"6140" 38 4 "vague" "comparison" 1296
"6141" 38 1 "vague" "matching" 1852
"6142" 38 2 "crisp" "matching" 2017
"6143" 38 3 "vague" "matching" 3332
"6144" 38 4 "crisp" "comparison" 930
"6145" 4 1 "crisp" "matching" 1166
"6146" 4 2 "crisp" "matching" 1153
"6147" 4 3 "crisp" "comparison" 2597
"6148" 4 4 "vague" "matching" 2686
"6149" 4 1 "vague" "matching" 2969
"6150" 4 2 "vague" "matching" 4340
"6151" 4 3 "vague" "comparison" 4125
"6152" 4 4 "vague" "comparison" 4294
"6153" 4 1 "crisp" "comparison" 2175
"6154" 4 2 "vague" "matching" 1274
"6155" 4 3 "vague" "matching" 1935
"6156" 4 4 "crisp" "comparison" 2907
"6157" 4 1 "vague" "comparison" 1062
"6158" 4 2 "crisp" "comparison" 6079
"6159" 4 3 "vague" "matching" 1366
"6160" 4 4 "crisp" "matching" 1326
"6161" 4 1 "crisp" "comparison" 3588
"6162" 4 2 "vague" "matching" 1719
"6163" 4 3 "crisp" "comparison" 2250
"6164" 4 4 "vague" "matching" 2080
"6165" 4 1 "vague" "comparison" 4455
"6166" 4 2 "vague" "comparison" 1777
"6167" 4 3 "vague" "comparison" 1302
"6168" 4 4 "crisp" "comparison" 2527
"6169" 4 1 "crisp" "comparison" 6771
"6170" 4 2 "crisp" "matching" 2147
"6171" 4 3 "crisp" "matching" 3633
"6172" 4 4 "vague" "comparison" 2313
"6173" 4 1 "crisp" "matching" 1669
"6174" 4 2 "vague" "comparison" 3375
"6175" 4 3 "crisp" "comparison" 2682
"6176" 4 4 "vague" "comparison" 2859
"6177" 4 1 "vague" "matching" 6551
"6178" 4 2 "crisp" "matching" 1465
"6179" 4 3 "crisp" "matching" 1949
"6180" 4 4 "crisp" "comparison" 2530
"6181" 4 1 "vague" "comparison" 2847
"6182" 4 2 "vague" "comparison" 1291
"6183" 4 3 "vague" "matching" 1743
"6184" 4 4 "vague" "comparison" 2036
"6185" 4 1 "crisp" "comparison" 2382
"6186" 4 2 "vague" "matching" 6456
"6187" 4 3 "crisp" "matching" 1740
"6188" 4 4 "vague" "matching" 1386
"6189" 4 1 "crisp" "matching" 1285
"6190" 4 2 "crisp" "comparison" 1474
"6191" 4 3 "crisp" "matching" 1578
"6192" 4 4 "crisp" "matching" 1237
"6193" 4 1 "crisp" "matching" 1253
"6194" 4 2 "vague" "comparison" 940
"6195" 4 3 "crisp" "comparison" 2869
"6196" 4 4 "crisp" "comparison" 4226
"6197" 4 1 "vague" "comparison" 1121
"6198" 4 2 "crisp" "comparison" 1507
"6199" 4 3 "vague" "matching" 1206
"6200" 4 4 "crisp" "matching" 1219
"6201" 4 1 "vague" "matching" 1584
"6202" 4 2 "crisp" "matching" 1417
"6203" 4 3 "vague" "comparison" 1078
"6204" 4 4 "vague" "matching" 4755
"6205" 4 1 "vague" "matching" 3996
"6206" 4 2 "crisp" "comparison" 2411
"6207" 4 3 "vague" "comparison" 2074
"6208" 4 4 "crisp" "matching" 1223
"6209" 4 1 "crisp" "matching" 1319
"6210" 4 2 "vague" "comparison" 790
"6211" 4 3 "crisp" "matching" 1252
"6212" 4 4 "crisp" "comparison" 851
"6213" 4 1 "vague" "matching" 698
"6214" 4 2 "crisp" "matching" 952
"6215" 4 3 "crisp" "comparison" 2196
"6216" 4 4 "crisp" "comparison" 813
"6217" 4 1 "crisp" "matching" 991
"6218" 4 2 "vague" "matching" 1292
"6219" 4 3 "vague" "matching" 1471
"6220" 4 4 "crisp" "matching" 1768
"6221" 4 1 "vague" "comparison" 998
"6222" 4 2 "vague" "comparison" 824
"6223" 4 3 "crisp" "comparison" 1690
"6224" 4 4 "vague" "matching" 4852
"6225" 4 1 "vague" "comparison" 847
"6226" 4 2 "vague" "matching" 2524
"6227" 4 3 "vague" "matching" 841
"6228" 4 4 "vague" "comparison" 1339
"6229" 4 1 "crisp" "matching" 687
"6230" 4 2 "vague" "matching" 2109
"6231" 4 3 "vague" "matching" 1177
"6232" 4 4 "crisp" "comparison" 864
"6233" 4 1 "vague" "comparison" 928
"6234" 4 2 "vague" "comparison" 904
"6235" 4 3 "crisp" "comparison" 921
"6236" 4 4 "vague" "matching" 1585
"6237" 4 1 "crisp" "matching" 881
"6238" 4 2 "crisp" "comparison" 1138
"6239" 4 3 "vague" "comparison" 1177
"6240" 4 4 "vague" "matching" 682
"6241" 4 1 "crisp" "comparison" 1271
"6242" 4 2 "crisp" "matching" 663
"6243" 4 3 "vague" "matching" 1416
"6244" 4 4 "crisp" "comparison" 1761
"6245" 4 1 "crisp" "comparison" 547
"6246" 4 2 "crisp" "comparison" 1159
"6247" 4 3 "crisp" "matching" 1180
"6248" 4 4 "vague" "matching" 1141
"6249" 4 1 "vague" "matching" 757
"6250" 4 2 "vague" "matching" 998
"6251" 4 3 "vague" "comparison" 580
"6252" 4 4 "vague" "comparison" 1329
"6253" 4 1 "crisp" "comparison" 1944
"6254" 4 2 "crisp" "comparison" 1641
"6255" 4 3 "crisp" "matching" 656
"6256" 4 4 "vague" "comparison" 1950
"6257" 4 1 "vague" "matching" 1411
"6258" 4 2 "crisp" "matching" 856
"6259" 4 3 "crisp" "comparison" 1406
"6260" 4 4 "vague" "comparison" 1485
"6261" 4 1 "vague" "comparison" 895
"6262" 4 2 "crisp" "matching" 769
"6263" 4 3 "vague" "comparison" 768
"6264" 4 4 "crisp" "matching" 1375
"6265" 4 1 "crisp" "comparison" 927
"6266" 4 2 "vague" "comparison" 667
"6267" 4 3 "vague" "comparison" 791
"6268" 4 4 "crisp" "matching" 1029
"6269" 4 1 "vague" "matching" 714
"6270" 4 2 "crisp" "comparison" 1034
"6271" 4 3 "crisp" "matching" 1732
"6272" 4 4 "crisp" "matching" 758
"6273" 4 1 "vague" "comparison" 910
"6274" 4 2 "vague" "comparison" 1482
"6275" 4 3 "crisp" "matching" 726
"6276" 4 4 "vague" "comparison" 968
"6277" 4 1 "vague" "matching" 801
"6278" 4 2 "vague" "matching" 678
"6279" 4 3 "vague" "comparison" 520
"6280" 4 4 "crisp" "comparison" 653
