"Subject" "Item" "id" "Trial" "Vagueness" "Selection" "Order" "Quantity" "Instruction" "nchar_instr" "RT" "RT_raw" "RT_log" "RTprev_log" "RTprev_raw" "rt_instr" "response_cat"
"6133" "s38" "06:15:24" "s38:t181" 181 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 2192 2192 7.69256964806791 7.50273821075485 1813 1843 "Expected"
"6134" "s38" "16:25:34" "s38:t182" 182 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 16 dots'" 30 1025 1025 6.93244789157251 7.69256964806791 2192 591 "Expected"
"6135" "s38" "26:35:44" "s38:t183" 183 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 30 dots'" 44 1201 1201 7.09090982207998 6.93244789157251 1025 941 "Expected"
"6136" "s38" "36:45:54" "s38:t184" 184 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 54 dots'" 30 1092 1092 6.99576615630485 7.09090982207998 1201 876 "Expected"
"6137" "s38" "06:15:24" "s38:t185" 185 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 10 dots'" 44 975 975 6.88243747099785 6.99576615630485 1092 748 "Expected"
"6138" "s38" "16:25:34" "s38:t186" 186 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 20 dots'" 36 982 982 6.88959130835447 6.88243747099785 975 1244 "Near"
"6139" "s38" "26:35:44" "s38:t187" 187 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 30 dots'" 44 1161 1161 7.05703698169789 6.88959130835447 982 907 "Expected"
"6140" "s38" "36:45:54" "s38:t188" 188 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 50 dots'" 45 1296 1296 7.16703787691222 7.05703698169789 1161 1014 "Expected"
"6141" "s38" "06:15:24" "s38:t189" 189 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 20 dots'" 36 1852 1852 7.52402141520612 7.16703787691222 1296 993 "Near"
"6142" "s38" "16:25:34" "s38:t190" 190 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 34 dots'" 30 2017 2017 7.60936653795421 7.52402141520612 1852 833 "Near"
"6143" "s38" "26:35:44" "s38:t191" 191 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 3332 3332 8.11132800328673 7.60936653795421 2017 975 "Near"
"6144" "s38" "36:45:54" "s38:t192" 192 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 40 dots'" 40 930 930 6.8351845861473 8.11132800328673 3332 657 "Expected"
"6145" "s04" "06:15:24" "s04:t001" 1 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 24 dots'" 30 1166 1166 7.06133436691044 6.8351845861473 930 3005 "Expected"
"6146" "s04" "16:25:34" "s04:t002" 2 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 16 dots'" 30 1153 1153 7.05012252026906 7.06133436691044 1166 2228 "Near"
"6147" "s04" "26:35:44" "s04:t003" 3 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 40 dots'" 41 2597 2597 7.86211221166275 7.05012252026906 1153 2488 "Expected"
"6148" "s04" "36:45:54" "s04:t004" 4 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 50 dots'" 36 2686 2686 7.89580837708318 7.86211221166275 2597 1 "Near"
"6149" "s04" "06:15:24" "s04:t005" 5 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 10 dots'" 36 2969 2969 7.99598047476376 7.89580837708318 2686 20 "Near"
"6150" "s04" "16:25:34" "s04:t006" 6 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 30 dots'" 36 4340 4340 8.37562962709445 7.99598047476376 2969 2 "Expected"
"6151" "s04" "26:35:44" "s04:t007" 7 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 40 dots'" 45 4125 4125 8.32482129876878 8.37562962709445 4340 2 "Expected"
"6152" "s04" "36:45:54" "s04:t008" 8 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 40 dots'" 44 4294 4294 8.36497397843873 8.32482129876878 4125 2 "Far"
"6153" "s04" "06:15:24" "s04:t009" 9 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 10 dots'" 40 2175 2175 7.68478394352278 8.36497397843873 4294 3554 "Near"
"6154" "s04" "16:25:34" "s04:t010" 10 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 20 dots'" 36 1274 1274 7.14991683613211 7.68478394352278 2175 3439 "Near"
"6155" "s04" "26:35:44" "s04:t011" 11 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 30 dots'" 36 1935 1935 7.56786260546388 7.14991683613211 1274 1940 "Near"
"6156" "s04" "36:45:54" "s04:t012" 12 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 40 dots'" 40 2907 2907 7.97487690055888 7.56786260546388 1935 1839 "Near"
"6157" "s04" "06:15:24" "s04:t013" 13 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 20 dots'" 45 1062 1062 6.96790920180188 7.97487690055888 2907 5120 "Far"
"6158" "s04" "16:25:34" "s04:t014" 14 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 20 dots'" 40 6079 6079 8.71259548774872 6.96790920180188 1062 2391 "Near"
"6159" "s04" "26:35:44" "s04:t015" 15 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 40 dots'" 36 1366 1366 7.21964204013074 8.71259548774872 6079 1394 "Near"
"6160" "s04" "36:45:54" "s04:t016" 16 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 36 dots'" 30 1326 1326 7.18992217074581 7.21964204013074 1366 1892 "Expected"
"6161" "s04" "06:15:24" "s04:t017" 17 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 10 dots'" 40 3588 3588 8.18535022317869 7.18992217074581 1326 5293 "Near"
"6162" "s04" "16:25:34" "s04:t018" 18 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 30 dots'" 36 1719 1719 7.44949800538285 8.18535022317869 3588 3761 "Expected"
"6163" "s04" "26:35:44" "s04:t019" 19 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 30 dots'" 40 2250 2250 7.71868549519847 7.44949800538285 1719 6113 "Near"
"6164" "s04" "36:45:54" "s04:t020" 20 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 40 dots'" 36 2080 2080 7.64012317269536 7.71868549519847 2250 4824 "Near"
"6165" "s04" "06:15:24" "s04:t021" 21 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 20 dots'" 45 4455 4455 8.40178233990491 7.64012317269536 2080 1203 "Near"
"6166" "s04" "16:25:34" "s04:t022" 22 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 30 dots'" 45 1777 1777 7.48268182815465 8.40178233990491 4455 1852 "Expected"
"6167" "s04" "26:35:44" "s04:t023" 23 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 30 dots'" 44 1302 1302 7.17165682276851 7.48268182815465 1777 1751 "Expected"
"6168" "s04" "36:45:54" "s04:t024" 24 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 40 dots'" 40 2527 2527 7.83478810738819 7.17165682276851 1302 2191 "Expected"
"6169" "s04" "06:15:24" "s04:t025" 25 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 20 dots'" 41 6771 6771 8.82040406548565 7.83478810738819 2527 1947 "Near"
"6170" "s04" "16:25:34" "s04:t026" 26 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 34 dots'" 30 2147 2147 7.67182679787878 8.82040406548565 6771 2013 "Near"
"6171" "s04" "26:35:44" "s04:t027" 27 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 44 dots'" 30 3633 3633 8.1978140322212 7.67182679787878 2147 2701 "Expected"
"6172" "s04" "36:45:54" "s04:t028" 28 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 40 dots'" 44 2313 2313 7.74630066223144 8.1978140322212 3633 3604 "Near"
"6173" "s04" "06:15:24" "s04:t029" 29 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 6 dots'" 29 1669 1669 7.41997992366183 7.74630066223144 2313 1725 "Expected"
"6174" "s04" "16:25:34" "s04:t030" 30 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 30 dots'" 45 3375 3375 8.12415060330663 7.41997992366183 1669 3320 "Expected"
"6175" "s04" "26:35:44" "s04:t031" 31 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 40 dots'" 41 2682 2682 7.89431806384162 8.12415060330663 3375 1116 "Expected"
"6176" "s04" "36:45:54" "s04:t032" 32 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 50 dots'" 45 2859 2859 7.95822719232231 7.89431806384162 2682 1024 "Expected"
"6177" "s04" "06:15:24" "s04:t033" 33 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 20 dots'" 36 6551 6551 8.78737298873188 7.95822719232231 2859 91 "Expected"
"6178" "s04" "16:25:34" "s04:t034" 34 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 16 dots'" 30 1465 1465 7.28961052145117 8.78737298873188 6551 169 "Near"
"6179" "s04" "26:35:44" "s04:t035" 35 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 26 dots'" 30 1949 1949 7.57507169950756 7.28961052145117 1465 1907 "Expected"
"6180" "s04" "36:45:54" "s04:t036" 36 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 50 dots'" 41 2530 2530 7.83597458172157 7.57507169950756 1949 1182 "Expected"
"6181" "s04" "06:15:24" "s04:t037" 37 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 10 dots'" 44 2847 2847 7.95402108727804 7.83597458172157 2530 182 "Expected"
"6182" "s04" "16:25:34" "s04:t038" 38 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 20 dots'" 44 1291 1291 7.16317239084664 7.95402108727804 2847 1447 "Expected"
"6183" "s04" "26:35:44" "s04:t039" 39 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 1743 1743 7.46336304552002 7.16317239084664 1291 1212 "Near"
"6184" "s04" "36:45:54" "s04:t040" 40 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 50 dots'" 45 2036 2036 7.61874237767041 7.46336304552002 1743 934 "Near"
"6185" "s04" "06:15:24" "s04:t041" 41 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 2382 2382 7.77569574991525 7.61874237767041 2036 1161 "Near"
"6186" "s04" "16:25:34" "s04:t042" 42 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 20 dots'" 36 6456 6456 8.77276520994979 7.77569574991525 2382 840 "Near"
"6187" "s04" "26:35:44" "s04:t043" 43 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 44 dots'" 30 1740 1740 7.46164039220858 8.77276520994979 6456 869 "Expected"
"6188" "s04" "36:45:54" "s04:t044" 44 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 50 dots'" 36 1386 1386 7.23417717974985 7.46164039220858 1740 1621 "Near"
"6189" "s04" "06:15:24" "s04:t045" 45 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 24 dots'" 30 1285 1285 7.15851399732932 7.23417717974985 1386 2015 "Expected"
"6190" "s04" "16:25:34" "s04:t046" 46 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 30 dots'" 41 1474 1474 7.29573507274928 7.15851399732932 1285 3383 "Near"
"6191" "s04" "26:35:44" "s04:t047" 47 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 26 dots'" 30 1578 1578 7.36391350140582 7.29573507274928 1474 1341 "Expected"
"6192" "s04" "36:45:54" "s04:t048" 48 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 36 dots'" 30 1237 1237 7.12044437239249 7.36391350140582 1578 802 "Expected"
"6193" "s04" "06:15:24" "s04:t049" 49 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 6 dots'" 29 1253 1253 7.13329595489607 7.12044437239249 1237 1320 "Expected"
"6194" "s04" "16:25:34" "s04:t050" 50 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 20 dots'" 44 940 940 6.84587987526405 7.13329595489607 1253 3161 "Expected"
"6195" "s04" "26:35:44" "s04:t051" 51 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 30 dots'" 40 2869 2869 7.96171881598136 6.84587987526405 940 2073 "Expected"
"6196" "s04" "36:45:54" "s04:t052" 52 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 50 dots'" 41 4226 4226 8.349011198176 7.96171881598136 2869 5110 "Far"
"6197" "s04" "06:15:24" "s04:t053" 53 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 10 dots'" 44 1121 1121 7.02197642307216 8.349011198176 4226 1928 "Expected"
"6198" "s04" "16:25:34" "s04:t054" 54 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 30 dots'" 41 1507 1507 7.3178761986265 7.02197642307216 1121 3856 "Near"
"6199" "s04" "26:35:44" "s04:t055" 55 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 40 dots'" 36 1206 1206 7.09506437728713 7.3178761986265 1507 1493 "Near"
"6200" "s04" "36:45:54" "s04:t056" 56 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 54 dots'" 30 1219 1219 7.10578612948127 7.09506437728713 1206 1225 "Expected"
"6201" "s04" "06:15:24" "s04:t057" 57 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 20 dots'" 36 1584 1584 7.36770857237437 7.10578612948127 1219 1496 "Expected"
"6202" "s04" "16:25:34" "s04:t058" 58 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 34 dots'" 30 1417 1417 7.25629723969068 7.36770857237437 1584 808 "Expected"
"6203" "s04" "26:35:44" "s04:t059" 59 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 40 dots'" 45 1078 1078 6.98286275146894 7.25629723969068 1417 1062 "Expected"
"6204" "s04" "36:45:54" "s04:t060" 60 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 40 dots'" 36 4755 4755 8.46695197497949 6.98286275146894 1078 941 "Far"
"6205" "s04" "06:15:24" "s04:t061" 61 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 10 dots'" 36 3996 3996 8.29304913976844 8.46695197497949 4755 10541 "Near"
"6206" "s04" "16:25:34" "s04:t062" 62 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 20 dots'" 40 2411 2411 7.78779687818117 8.29304913976844 3996 2610 "Near"
"6207" "s04" "26:35:44" "s04:t063" 63 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 30 dots'" 44 2074 2074 7.63723438878947 7.78779687818117 2411 1 "Expected"
"6208" "s04" "36:45:54" "s04:t064" 64 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 54 dots'" 30 1223 1223 7.10906213568717 7.63723438878947 2074 1943 "Expected"
"6209" "s04" "06:15:24" "s04:t065" 65 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 24 dots'" 30 1319 1319 7.18462915271731 7.10906213568717 1223 4241 "Expected"
"6210" "s04" "16:25:34" "s04:t066" 66 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 20 dots'" 44 790 790 6.67203294546107 7.18462915271731 1319 1119 "Expected"
"6211" "s04" "26:35:44" "s04:t067" 67 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 44 dots'" 30 1252 1252 7.13249755166004 6.67203294546107 790 1424 "Expected"
"6212" "s04" "36:45:54" "s04:t068" 68 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 40 dots'" 40 851 851 6.74641212857337 7.13249755166004 1252 750 "Near"
"6213" "s04" "06:15:24" "s04:t069" 69 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 10 dots'" 36 698 698 6.54821910276237 6.74641212857337 851 909 "Near"
"6214" "s04" "16:25:34" "s04:t070" 70 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 16 dots'" 30 952 952 6.85856503479136 6.54821910276237 698 1112 "Near"
"6215" "s04" "26:35:44" "s04:t071" 71 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 40 dots'" 41 2196 2196 7.69439280262942 6.85856503479136 952 885 "Expected"
"6216" "s04" "36:45:54" "s04:t072" 72 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 40 dots'" 40 813 813 6.70073110954781 7.69439280262942 2196 813 "Expected"
"6217" "s04" "06:15:24" "s04:t073" 73 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 6 dots'" 29 991 991 6.89871453432999 6.70073110954781 813 649 "Expected"
"6218" "s04" "16:25:34" "s04:t074" 74 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 30 dots'" 36 1292 1292 7.16394668434255 6.89871453432999 991 827 "Expected"
"6219" "s04" "26:35:44" "s04:t075" 75 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 40 dots'" 36 1471 1471 7.29369772060144 7.16394668434255 1292 133 "Expected"
"6220" "s04" "36:45:54" "s04:t076" 76 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 36 dots'" 30 1768 1768 7.47760424319759 7.29369772060144 1471 882 "Near"
"6221" "s04" "06:15:24" "s04:t077" 77 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 20 dots'" 45 998 998 6.90575327631146 7.47760424319759 1768 504 "Expected"
"6222" "s04" "16:25:34" "s04:t078" 78 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 20 dots'" 44 824 824 6.71417052990947 6.90575327631146 998 1993 "Near"
"6223" "s04" "26:35:44" "s04:t079" 79 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 40 dots'" 41 1690 1690 7.43248380791712 6.71417052990947 824 3017 "Expected"
"6224" "s04" "36:45:54" "s04:t080" 80 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 40 dots'" 36 4852 4852 8.48714627006394 7.43248380791712 1690 1333 "Near"
"6225" "s04" "06:15:24" "s04:t081" 81 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 10 dots'" 44 847 847 6.74170069465205 8.48714627006394 4852 1435 "Expected"
"6226" "s04" "16:25:34" "s04:t082" 82 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 20 dots'" 36 2524 2524 7.8336002236611 6.74170069465205 847 1816 "Near"
"6227" "s04" "26:35:44" "s04:t083" 83 "Vague" "Matching" "LtoR" "Small" "'Choose a square with about 30 dots'" 36 841 841 6.73459165997295 7.8336002236611 2524 865 "Near"
"6228" "s04" "36:45:54" "s04:t084" 84 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 50 dots'" 45 1339 1339 7.19967834569117 6.73459165997295 841 1481 "Near"
"6229" "s04" "06:15:24" "s04:t085" 85 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 6 dots'" 29 687 687 6.53233429222235 7.19967834569117 1339 721 "Expected"
"6230" "s04" "16:25:34" "s04:t086" 86 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 20 dots'" 36 2109 2109 7.65396918047877 6.53233429222235 687 894 "Near"
"6231" "s04" "26:35:44" "s04:t087" 87 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 30 dots'" 36 1177 1177 7.07072410726028 7.65396918047877 2109 183 "Near"
"6232" "s04" "36:45:54" "s04:t088" 88 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 50 dots'" 41 864 864 6.76157276880406 7.07072410726028 1177 757 "Expected"
"6233" "s04" "06:15:24" "s04:t089" 89 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 20 dots'" 45 928 928 6.8330317327862 6.76157276880406 864 1338 "Expected"
"6234" "s04" "16:25:34" "s04:t090" 90 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 30 dots'" 45 904 904 6.80682936039218 6.8330317327862 928 1679 "Expected"
"6235" "s04" "26:35:44" "s04:t091" 91 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 30 dots'" 40 921 921 6.82546003625531 6.80682936039218 904 1912 "Expected"
"6236" "s04" "36:45:54" "s04:t092" 92 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 50 dots'" 36 1585 1585 7.36833968631138 6.82546003625531 921 1047 "Expected"
"6237" "s04" "06:15:24" "s04:t093" 93 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 24 dots'" 30 881 881 6.78105762593618 7.36833968631138 1585 7416 "Expected"
"6238" "s04" "16:25:34" "s04:t094" 94 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 20 dots'" 40 1138 1138 7.03702761468628 6.78105762593618 881 137 "Near"
"6239" "s04" "26:35:44" "s04:t095" 95 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 30 dots'" 44 1177 1177 7.07072410726028 7.03702761468628 1138 1065 "Expected"
"6240" "s04" "36:45:54" "s04:t096" 96 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 40 dots'" 36 682 682 6.52502965784346 7.07072410726028 1177 974 "Near"
"6241" "s04" "06:15:24" "s04:t097" 97 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 10 dots'" 40 1271 1271 7.14755927118945 6.52502965784346 682 4 "Near"
"6242" "s04" "16:25:34" "s04:t098" 98 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 16 dots'" 30 663 663 6.49677499018586 7.14755927118945 1271 1129 "Near"
"6243" "s04" "26:35:44" "s04:t099" 99 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 40 dots'" 36 1416 1416 7.25559127425367 6.49677499018586 663 1279 "Expected"
"6244" "s04" "36:45:54" "s04:t100" 100 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 50 dots'" 41 1761 1761 7.47363710849621 7.25559127425367 1416 934 "Near"
"6245" "s04" "06:15:24" "s04:t101" 101 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 20 dots'" 41 547 547 6.30444880242198 7.47363710849621 1761 3873 "Expected"
"6246" "s04" "16:25:34" "s04:t102" 102 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 30 dots'" 41 1159 1159 7.05531284333975 6.30444880242198 547 1104 "Near"
"6247" "s04" "26:35:44" "s04:t103" 103 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 44 dots'" 30 1180 1180 7.07326971745971 7.05531284333975 1159 1061 "Expected"
"6248" "s04" "36:45:54" "s04:t104" 104 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 50 dots'" 36 1141 1141 7.03966034986208 7.07326971745971 1180 1210 "Expected"
"6249" "s04" "06:15:24" "s04:t105" 105 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 20 dots'" 36 757 757 6.62936325343745 7.03966034986208 1141 778 "Expected"
"6250" "s04" "16:25:34" "s04:t106" 106 "Vague" "Matching" "RtoL" "Large" "'Choose a square with about 30 dots'" 36 998 998 6.90575327631146 6.62936325343745 757 1850 "Expected"
"6251" "s04" "26:35:44" "s04:t107" 107 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 40 dots'" 45 580 580 6.36302810354046 6.90575327631146 998 1009 "Expected"
"6252" "s04" "36:45:54" "s04:t108" 108 "Vague" "Comparison" "LtoR" "Small" "'Choose a square with far fewer than 50 dots'" 45 1329 1329 7.19218205871325 6.36302810354046 580 1455 "Expected"
"6253" "s04" "06:15:24" "s04:t109" 109 "Crisp" "Comparison" "RtoL" "Small" "'Choose a square with fewer than 20 dots'" 41 1944 1944 7.57250298502038 7.19218205871325 1329 2193 "Near"
"6254" "s04" "16:25:34" "s04:t110" 110 "Crisp" "Comparison" "RtoL" "Large" "'Choose a square with more than 20 dots'" 40 1641 1641 7.40306109109009 7.57250298502038 1944 1280 "Expected"
"6255" "s04" "26:35:44" "s04:t111" 111 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 26 dots'" 30 656 656 6.48616078894409 7.40306109109009 1641 997 "Near"
"6256" "s04" "36:45:54" "s04:t112" 112 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 40 dots'" 44 1950 1950 7.57558465155779 6.48616078894409 656 1337 "Expected"
"6257" "s04" "06:15:24" "s04:t113" 113 "Vague" "Matching" "LtoR" "Large" "'Choose a square with about 20 dots'" 36 1411 1411 7.25205395185281 7.57558465155779 1950 95 "Expected"
"6258" "s04" "16:25:34" "s04:t114" 114 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 34 dots'" 30 856 856 6.75227037614174 7.25205395185281 1411 647 "Expected"
"6259" "s04" "26:35:44" "s04:t115" 115 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 30 dots'" 40 1406 1406 7.24850407237061 6.75227037614174 856 1177 "Expected"
"6260" "s04" "36:45:54" "s04:t116" 116 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 40 dots'" 44 1485 1485 7.3031700512368 7.24850407237061 1406 1882 "Expected"
"6261" "s04" "06:15:24" "s04:t117" 117 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 10 dots'" 44 895 895 6.79682371827486 7.3031700512368 1485 1359 "Near"
"6262" "s04" "16:25:34" "s04:t118" 118 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 34 dots'" 30 769 769 6.64509096950564 6.79682371827486 895 1836 "Expected"
"6263" "s04" "26:35:44" "s04:t119" 119 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 40 dots'" 45 768 768 6.64378973314767 6.64509096950564 769 997 "Near"
"6264" "s04" "36:45:54" "s04:t120" 120 "Crisp" "Matching" "LtoR" "Small" "'Choose a square with 36 dots'" 30 1375 1375 7.22620901010067 6.64378973314767 768 1868 "Far"
"6265" "s04" "06:15:24" "s04:t121" 121 "Crisp" "Comparison" "LtoR" "Large" "'Choose a square with more than 10 dots'" 40 927 927 6.83195356556585 7.22620901010067 1375 1228 "Expected"
"6266" "s04" "16:25:34" "s04:t122" 122 "Vague" "Comparison" "RtoL" "Small" "'Choose a square with far fewer than 30 dots'" 45 667 667 6.50279004591562 6.83195356556585 927 1150 "Expected"
"6267" "s04" "26:35:44" "s04:t123" 123 "Vague" "Comparison" "LtoR" "Large" "'Choose a square with far more than 30 dots'" 44 791 791 6.67329796776765 6.50279004591562 667 1155 "Expected"
"6268" "s04" "36:45:54" "s04:t124" 124 "Crisp" "Matching" "RtoL" "Large" "'Choose a square with 54 dots'" 30 1029 1029 6.93634273583405 6.67329796776765 791 787 "Expected"
"6269" "s04" "06:15:24" "s04:t125" 125 "Vague" "Matching" "RtoL" "Small" "'Choose a square with about 10 dots'" 36 714 714 6.57088296233958 6.93634273583405 1029 816 "Near"
"6270" "s04" "16:25:34" "s04:t126" 126 "Crisp" "Comparison" "LtoR" "Small" "'Choose a square with fewer than 30 dots'" 41 1034 1034 6.94119005506837 6.57088296233958 714 1465 "Far"
"6271" "s04" "26:35:44" "s04:t127" 127 "Crisp" "Matching" "RtoL" "Small" "'Choose a square with 26 dots'" 30 1732 1732 7.45703208912238 6.94119005506837 1034 1276 "Near"
"6272" "s04" "36:45:54" "s04:t128" 128 "Crisp" "Matching" "LtoR" "Large" "'Choose a square with 54 dots'" 30 758 758 6.63068338564237 7.45703208912238 1732 1518 "Expected"
"6273" "s04" "06:15:24" "s04:t129" 129 "Vague" "Comparison" "RtoL" "Large" "'Choose a square with far more than 10 dots'" 44 910 910 6.8134445995109 6.63068338564237 758 2839 "Expected"
